id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
147;2021-03-14T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.3;60.2;59.7;57.4;47.3;2021-03-13
148;2021-03-15T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.8;60.8;59.8;56.7;46.0;2021-03-14
149;2021-04-07T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.3;60.5;61.8;56.8;55.2;2021-04-06
150;2021-04-08T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.6;61.6;61.1;58.0;49.0;2021-04-07
156;2021-04-14T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.4;61.4;60.8;57.3;48.8;2021-04-13
159;2021-04-17T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.5;61.2;61.6;58.8;51.6;2021-04-16
160;2021-04-18T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.9;61.9;60.8;57.5;46.7;2021-04-17
172;2021-04-30T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.0;61.8;62.0;58.8;51.7;2021-04-29
178;2021-05-06T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248682-daily;65.1;67.2;65.7;59.9;50.9;2021-05-05
181;2021-05-09T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.4;62.0;62.3;61.7;50.6;2021-05-08
186;2021-05-14T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.5;60.2;61.2;57.6;52.2;2021-05-13
188;2021-05-16T00:00:27+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.4;61.1;61.8;58.5;52.4;2021-05-15
196;2021-05-24T00:00:47+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.6;61.1;62.9;59.4;54.7;2021-05-23
199;2021-05-27T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.2;61.0;61.4;58.8;51.4;2021-05-26
201;2021-05-29T00:00:00+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.7;61.3;62.1;59.9;52.3;2021-05-28
206;2021-06-03T00:00:13+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.9;60.6;61.1;58.7;50.9;2021-06-02
211;2021-06-08T00:00:25+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.0;63.0;62.5;58.9;50.8;2021-06-07
215;2021-06-12T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.2;65.2;64.6;60.0;53.1;2021-06-11
218;2021-06-15T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.8;60.5;61.1;58.8;51.1;2021-06-14
224;2021-06-21T00:00:02+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.3;59.5;65.3;58.3;59.1;2021-06-20
