dc:identifier,dc:modified,ayto:type,ayto:latitude,ayto:longitude,ayto:status,uri
3634,2018-05-16T06:24:34Z,parking,43.463139869,-3.80098857,1,http://datos.santander.es/api/datos/sensores_smart_parking/3634.csv
3632,2018-05-16T06:19:04Z,parking,43.463130622,-3.801095858,1,http://datos.santander.es/api/datos/sensores_smart_parking/3632.csv
3645,2018-05-16T06:17:54Z,parking,43.463236236,-3.800002187,0,http://datos.santander.es/api/datos/sensores_smart_parking/3645.csv
3631,2018-05-16T05:53:02Z,parking,43.463122835,-3.801172972,1,http://datos.santander.es/api/datos/sensores_smart_parking/3631.csv
3643,2018-05-16T05:47:45Z,parking,43.463227475,-3.80011417,0,http://datos.santander.es/api/datos/sensores_smart_parking/3643.csv
3641,2018-05-10T09:21:52Z,parking,43.463214334,-3.800228164,1,http://datos.santander.es/api/datos/sensores_smart_parking/3641.csv
3700,2018-05-07T06:08:00Z,parking,43.463585234,-3.79718214,1,http://datos.santander.es/api/datos/sensores_smart_parking/3700.csv
3622,2018-04-25T17:31:55Z,parking,43.463036203,-3.802059442,1,http://datos.santander.es/api/datos/sensores_smart_parking/3622.csv
3782,2018-04-24T04:05:17Z,parking,43.464119585,-3.799768835,1,http://datos.santander.es/api/datos/sensores_smart_parking/3782.csv
3783,2018-04-06T12:42:58Z,parking,43.464080163,-3.79976213,0,http://datos.santander.es/api/datos/sensores_smart_parking/3783.csv
3780,2018-04-06T12:42:28Z,parking,43.464200376,-3.799782917,0,http://datos.santander.es/api/datos/sensores_smart_parking/3780.csv
3785,2018-04-06T12:12:12Z,parking,43.463996452,-3.799746037,0,http://datos.santander.es/api/datos/sensores_smart_parking/3785.csv
3792,2018-04-05T11:28:30Z,parking,43.463549161,-3.799664644,1,http://datos.santander.es/api/datos/sensores_smart_parking/3792.csv
3789,2018-04-02T07:43:04Z,parking,43.463671321,-3.79968409,1,http://datos.santander.es/api/datos/sensores_smart_parking/3789.csv
3784,2018-03-29T12:38:33Z,parking,43.464036848,-3.799751401,1,http://datos.santander.es/api/datos/sensores_smart_parking/3784.csv
3672,2018-02-22T09:51:23Z,parking,43.463366119,-3.79939869,1,http://datos.santander.es/api/datos/sensores_smart_parking/3672.csv
3814,2018-01-19T14:38:59Z,parking,43.463627052,-3.799744025,1,http://datos.santander.es/api/datos/sensores_smart_parking/3814.csv
3797,2017-12-08T01:07:04Z,parking,43.463174291,-3.799593802,1,http://datos.santander.es/api/datos/sensores_smart_parking/3797.csv
3846,2017-11-29T07:42:23Z,parking,43.46402468,-3.797288463,0,http://datos.santander.es/api/datos/sensores_smart_parking/3846.csv
3734,2017-10-31T08:30:08Z,parking,43.462646355,-3.798787817,1,http://datos.santander.es/api/datos/sensores_smart_parking/3734.csv
3736,2017-10-31T08:22:40Z,parking,43.462658036,-3.798664436,1,http://datos.santander.es/api/datos/sensores_smart_parking/3736.csv
3819,2017-10-27T09:55:57Z,parking,43.463411933,-3.799704462,1,http://datos.santander.es/api/datos/sensores_smart_parking/3819.csv
3805,2017-10-26T10:37:28Z,parking,43.464202322,-3.799846619,1,http://datos.santander.es/api/datos/sensores_smart_parking/3805.csv
3806,2017-10-26T10:07:26Z,parking,43.464162901,-3.799839243,1,http://datos.santander.es/api/datos/sensores_smart_parking/3806.csv
3807,2017-10-26T09:12:55Z,parking,43.464125912,-3.799827844,1,http://datos.santander.es/api/datos/sensores_smart_parking/3807.csv
3812,2017-10-25T13:47:54Z,parking,43.463910795,-3.799792305,1,http://datos.santander.es/api/datos/sensores_smart_parking/3812.csv
3804,1970-01-01T00:00:08Z,parking,43.464240284,-3.799855337,1,http://datos.santander.es/api/datos/sensores_smart_parking/3804.csv
3811,1970-01-01T00:00:08Z,parking,43.463952163,-3.799803033,1,http://datos.santander.es/api/datos/sensores_smart_parking/3811.csv
3808,1970-01-01T00:00:08Z,parking,43.464083083,-3.799821809,1,http://datos.santander.es/api/datos/sensores_smart_parking/3808.csv
3813,1970-01-01T00:00:08Z,parking,43.463868939,-3.799785599,1,http://datos.santander.es/api/datos/sensores_smart_parking/3813.csv
