id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
2;2020-11-19T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248652-daily;58.9;60.5;61.3;59.7;51.3;2020-11-18
3;2020-11-20T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248652-daily;59.3;60.6;62.5;60.9;53.7;2020-11-19
11;2020-09-19T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248652-daily;59.9;60.2;64.7;63.7;57.1;2020-09-18
13;2020-09-21T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248652-daily;57.1;57.0;63.0;58.9;56.5;2020-09-20
14;2020-09-22T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248652-daily;58.1;59.7;60.7;59.2;50.9;2020-09-21
17;2020-09-25T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248652-daily;60.3;61.9;62.8;61.3;53.0;2020-09-24
19;2020-09-27T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248652-daily;58.8;59.0;64.2;61.2;57.4;2020-09-26
22;2020-09-30T00:00:49+00:00;/sonometros;NoiseLevelObserved;T248652-daily;57.8;59.4;60.6;57.9;51.5;2020-09-29
23;2020-10-01T00:00:51+00:00;/sonometros;NoiseLevelObserved;T248652-daily;58.7;60.2;61.4;59.3;52.1;2020-09-30
26;2020-10-04T00:01:59+00:00;/sonometros;NoiseLevelObserved;T248652-daily;60.2;61.2;64.6;60.5;57.4;2020-10-03
27;2020-10-05T00:00:04+00:00;/sonometros;NoiseLevelObserved;T248652-daily;57.7;58.8;62.1;56.5;55.1;2020-10-04
30;2020-10-08T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248652-daily;60.4;62.2;62.5;59.5;52.4;2020-10-07
37;2020-10-15T00:00:25+00:00;/sonometros;NoiseLevelObserved;T248652-daily;58.3;59.7;61.5;59.5;52.8;2020-10-14
41;2020-10-19T00:00:34+00:00;/sonometros;NoiseLevelObserved;T248652-daily;57.6;58.7;61.9;57.3;54.6;2020-10-18
42;2020-10-20T00:00:35+00:00;/sonometros;NoiseLevelObserved;T248652-daily;58.7;60.2;61.3;59.6;51.7;2020-10-19
50;2020-10-28T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248652-daily;60.6;62.6;62.1;55.3;51.4;2020-10-27
