id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
155;2021-03-10T00:00:13+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.6;57.6;57.3;50.6;47.0;2021-03-09
158;2021-03-13T00:00:16+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.2;59.3;58.2;52.2;45.6;2021-03-12
159;2021-03-14T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.8;56.8;56.5;51.1;46.0;2021-03-13
162;2021-03-17T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248661-daily;58.8;61.1;59.4;50.2;44.4;2021-03-16
163;2021-03-18T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248661-daily;60.7;62.9;61.0;51.2;44.2;2021-03-17
164;2021-03-19T00:00:34+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.2;58.1;57.7;53.4;46.8;2021-03-18
166;2021-03-21T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.9;57.3;51.5;46.3;2021-03-20
167;2021-03-22T00:00:35+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.8;59.0;57.6;51.6;43.8;2021-03-21
170;2021-03-25T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.4;58.4;57.9;51.0;47.2;2021-03-24
172;2021-03-27T00:01:48+00:00;/sonometros;NoiseLevelObserved;T248661-daily;58.0;60.1;59.0;53.1;46.6;2021-03-26
173;2021-03-28T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.1;57.0;56.5;53.8;44.5;2021-03-27
174;2021-03-29T00:01:52+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.8;53.9;55.2;55.6;44.4;2021-03-28
175;2021-03-30T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.9;57.3;51.4;46.3;2021-03-29
185;2021-04-09T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.7;57.6;57.2;52.2;46.4;2021-04-08
188;2021-04-12T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.4;54.3;54.2;51.6;42.9;2021-04-11
193;2021-04-17T00:00:35+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.0;59.0;58.4;53.6;47.0;2021-04-16
195;2021-04-19T00:00:40+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.0;54.4;56.0;54.3;46.9;2021-04-18
200;2021-04-24T00:00:51+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.9;59.9;59.3;53.9;48.2;2021-04-23
207;2021-05-01T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248661-daily;63.4;65.6;63.7;56.8;45.4;2021-04-30
208;2021-05-02T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.0;56.7;57.3;55.3;47.3;2021-05-01
210;2021-05-04T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.8;57.4;51.7;46.9;2021-05-03
220;2021-05-14T00:00:39+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.7;57.4;53.1;46.5;2021-05-13
229;2021-05-23T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.0;54.9;58.1;56.1;50.4;2021-05-22
232;2021-05-26T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.7;57.6;54.2;46.9;2021-05-25
233;2021-05-27T00:01:21+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.9;57.7;58.2;54.5;48.5;2021-05-26
235;2021-05-29T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.0;58.5;59.8;57.4;50.8;2021-05-28
236;2021-05-30T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.6;54.6;58.0;55.0;50.5;2021-05-29
237;2021-05-31T00:00:31+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.1;53.3;55.5;53.5;47.0;2021-05-30
239;2021-06-02T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.9;57.3;52.5;46.0;2021-06-01
240;2021-06-03T00:00:39+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.2;59.1;58.9;55.6;48.1;2021-06-02
241;2021-06-04T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.7;58.1;60.3;55.7;52.6;2021-06-03
243;2021-06-06T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.5;57.0;58.9;54.7;50.9;2021-06-05
247;2021-06-10T00:00:57+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.0;57.8;58.1;54.4;48.1;2021-06-09
248;2021-06-11T00:00:06+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.4;58.4;57.0;48.5;2021-06-10
251;2021-06-14T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248661-daily;51.8;52.8;56.0;52.6;48.6;2021-06-13
254;2021-06-17T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.7;58.4;59.1;55.0;50.0;2021-06-16
256;2021-06-19T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.2;58.8;59.8;57.2;50.4;2021-06-18
257;2021-06-20T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.3;55.1;58.9;56.4;51.5;2021-06-19
258;2021-06-21T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.7;53.4;57.8;52.9;51.1;2021-06-20
260;2021-08-26T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.3;54.8;59.5;55.2;52.8;2021-08-25
261;2021-08-27T00:01:45+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.5;56.8;59.2;55.4;51.4;2021-08-26
262;2021-08-28T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.7;55.7;58.7;56.3;50.9;2021-08-27
263;2021-08-29T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.7;53.9;58.8;56.8;51.7;2021-08-28
268;2021-09-03T00:00:04+00:00;/sonometros;NoiseLevelObserved;T248661-daily;72.4;71.9;77.8;77.8;70.2;2021-09-02
269;2021-09-04T00:00:07+00:00;/sonometros;NoiseLevelObserved;T248661-daily;73.1;71.1;79.7;78.7;73.0;2021-09-03
270;2021-09-05T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248661-daily;75.7;74.4;81.3;82.2;73.6;2021-09-04
274;2021-09-09T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.6;57.2;58.6;55.5;49.9;2021-09-08
275;2021-09-10T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.6;58.1;59.3;57.0;50.2;2021-09-09
276;2021-09-11T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.8;58.2;60.2;57.1;51.9;2021-09-10
