id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
5;2020-11-22T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.5;62.6;64.9;63.4;56.4;2020-11-21
8;2020-11-25T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.3;63.7;65.2;63.9;55.8;2020-11-24
9;2020-11-26T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.4;63.9;65.0;63.2;55.4;2020-11-25
10;2020-09-18T12:40:17+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.4;62.6;64.9;62.9;56.5;2020-09-17
11;2020-09-19T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.0;63.2;65.4;63.8;56.8;2020-09-18
13;2020-09-21T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248683-daily;59.2;59.9;64.3;59.5;57.6;2020-09-20
16;2020-09-24T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.0;62.2;64.4;62.9;55.8;2020-09-23
17;2020-09-25T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.7;64.4;65.3;62.2;56.1;2020-09-24
20;2020-09-28T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248683-daily;59.5;60.1;64.3;61.9;57.1;2020-09-27
23;2020-10-01T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.7;64.3;65.3;63.0;55.9;2020-09-30
26;2020-10-04T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.8;63.0;65.8;61.5;58.3;2020-10-03
30;2020-10-08T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.0;62.2;64.2;62.8;55.3;2020-10-07
37;2020-10-15T00:00:49+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.5;62.9;64.6;61.4;56.2;2020-10-14
42;2020-10-20T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.1;63.6;64.8;62.4;55.7;2020-10-19
45;2020-10-23T00:00:45+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.7;64.2;65.4;63.6;56.0;2020-10-22
47;2020-10-25T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.5;62.0;66.1;64.7;58.5;2020-10-24
48;2020-10-26T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.2;61.8;66.9;61.2;60.1;2020-10-25
50;2020-10-28T00:00:01+00:00;/sonometros;NoiseLevelObserved;T248683-daily;61.0;62.4;63.9;62.1;54.8;2020-10-27
54;2020-11-01T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.2;62.6;66.0;66.9;56.9;2020-10-31
56;2020-11-03T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.1;63.6;64.6;63.2;54.8;2020-11-02
59;2020-11-06T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248683-daily;65.6;67.0;69.0;65.1;61.0;2020-11-05
60;2020-11-07T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248683-daily;63.3;64.5;66.7;65.3;58.1;2020-11-06
61;2020-11-08T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.5;63.3;66.7;65.5;58.8;2020-11-07
62;2020-11-09T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248683-daily;60.6;61.7;64.1;62.7;55.6;2020-11-08
63;2020-11-10T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.1;63.4;64.9;64.3;55.3;2020-11-09
66;2020-11-13T00:00:39+00:00;/sonometros;NoiseLevelObserved;T248683-daily;62.0;63.4;65.0;62.9;56.2;2020-11-12
71;2020-11-27T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248683-daily;63.0;64.6;65.6;63.3;56.2;2020-11-26
