FID,featureid,sensorid,phenomenon_time,battery_voltage,humidity,temperature,no_we,no_aux,no2_we,no2_aux,ox_we,ox_aux,co_aux,co_we,no_concentration,no2_concentration,ox_concentration,co_concentration
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7ef5,83,4017,2019-07-31T02:15:09.07,6.087,54.03761292,18,317.04711914,4.57763672,240.78369141,19.77539062,220.36743164,-7.23266602,43.76220703,389.9230957,5.78905618,49.02274244,8.09161984,103.91601562
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7ef6,83,4017,2019-07-31T00:25:14.169,6.09,53.45777893,19,316.31469727,0.82397461,239.13574219,19.68383789,222.01538086,-5.5847168,52.00195312,395.41625977,-0.28483073,48.696932,12.9101848,122.2265625
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7ef7,83,4017,2019-07-30T23:55:14.089,6.091,52.10928345,19,322.5402832,6.77490234,239.04418945,18.76831055,221.55761719,-4.57763672,51.36108398,394.31762695,9.34450217,45.43882757,15.8548634,120.80240885
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7ef8,83,4017,2019-07-30T23:45:13.51,6.087,51.12509155,19,328.49121094,12.35961914,236.38916016,16.02172852,218.90258789,-8.05664062,51.54418945,393.21899414,18.38126075,35.66451429,5.68233735,121.2093099
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7ef9,83,4017,2019-07-30T23:35:13.845,6.091,51.07168579,19,316.04003906,1.00708008,241.60766602,22.15576172,222.29003906,-4.85229492,52.18505859,394.95849609,0.01145644,57.49381395,15.05176923,122.63346354
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7efa,83,4017,2019-07-30T22:55:07.732,6.089,46.68669128,20,320.15991211,4.21142578,238.76953125,19.68383789,224.12109375,-2.28881836,53.64990234,394.59228516,5.19648185,48.696932,22.54731474,125.88867188
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7efb,83,4017,2019-07-30T22:45:12.717,6.091,45.51557922,20,319.6105957,1.73950195,238.12866211,19.22607422,224.21264648,-2.83813477,53.19213867,393.40209961,1.1966051,47.06787978,20.94112642,124.87141927
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7efc,83,4017,2019-07-30T19:35:10.477,6.091,33.68048096,26,331.42089844,1.92260742,235.38208008,18.67675781,223.84643555,-0.18310547,48.98071289,388.91601562,1.49289227,45.11301713,28.70436997,115.51269531
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7efd,83,4017,2019-07-30T18:55:11.526,6.092,31.55187988,27,337.28027344,2.28881836,235.29052734,19.04296875,223.57177734,0.18310547,47.97363281,389.3737793,2.0854666,46.4162589,29.77516219,113.27473958
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7efe,83,4017,2019-07-30T18:45:09.232,6.092,31.13035583,27,335.54077148,0.2746582,235.19897461,19.22607422,224.76196289,1.00708008,47.79052734,389.6484375,-1.17369223,47.06787978,32.18444467,112.86783854
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7eff,83,4017,2019-07-30T18:05:11.425,6.094,29.33363342,29,341.58325195,0.73242188,232.45239258,17.8527832,225.8605957,2.9296875,45.59326172,388.91601562,-0.43297431,42.18072314,37.8061038,107.98502604
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f00,83,4017,2019-07-30T17:55:15.338,6.094,29.19248962,29,341.30859375,-0.2746582,233.18481445,18.12744141,226.04370117,3.02124023,45.13549805,388.64135742,-2.06255373,43.15815447,38.07380185,106.96777344
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f01,83,4017,2019-07-30T16:05:13.533,6.095,25.16416931,33,366.30249023,6.31713867,227.05078125,14.55688477,223.38867188,2.19726562,22.33886719,378.75366211,8.60378426,30.45154721,35.66451937,56.30859375
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f02,83,4017,2019-07-30T15:55:12.441,6.094,25.1126709,33,367.76733398,-0.73242188,225.21972656,13.18359375,224.76196289,4.21142578,18.95141602,378.93676758,-2.80327164,25.56439057,41.55387655,48.78092448
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f03,83,4017,2019-07-30T12:45:07.888,6.096,27.25271606,32,363.37280273,8.05664062,225.5859375,9.42993164,224.94506836,0.91552734,-0.82397461,363.83056641,11.41851234,12.20616242,31.91674662,4.83561198
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f04,83,4017,2019-07-30T11:25:15.312,6.096,32.21563721,29,347.62573242,5.49316406,228.7902832,10.62011719,222.65625,-3.11279297,-1.00708008,367.21801758,7.27049201,16.44169818,20.13803226,4.42871094
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f05,83,4017,2019-07-30T11:15:07.801,6.095,32.99383545,29,350.64697266,9.70458984,230.07202148,11.4440918,221.92382812,-2.74658203,2.01416016,369.23217773,14.08509683,19.37399216,21.20882447,11.14257812
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f06,83,4017,2019-07-30T10:25:10.294,6.098,37.76983643,27,340.48461914,8.69750977,231.81152344,11.81030273,222.74780273,-4.30297852,12.72583008,376.64794922,12.45551742,20.67723393,16.65795756,34.94628906
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f07,83,4017,2019-07-30T09:45:12.38,6.1,43.58152771,24,333.16040039,7.78198242,234.83276367,13.82446289,223.84643555,-4.02832031,21.51489258,381.59179688,10.97408159,27.84506367,17.46105172,54.47753906
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f08,83,4017,2019-07-30T09:35:09.382,6.103,45.41067505,24,331.60400391,7.23266602,235.83984375,14.83154297,222.9309082,-5.03540039,25.17700195,383.05664062,10.08522009,31.42897854,14.51637313,62.6155599
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f09,83,4017,2019-07-30T08:45:08.528,6.103,52.15505981,21,323.36425781,5.21850586,236.75537109,15.93017578,223.48022461,-5.31005859,34.42382812,381.22558594,6.82606126,35.33870385,13.71327897,83.1640625
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f0a,83,4017,2019-07-30T06:25:14.426,6.107,60.38526917,18,315.21606445,3.66210938,240.41748047,19.95849609,224.02954102,-4.11987305,40.92407227,386.07788086,4.30762035,49.67436332,17.19335366,97.60904948
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f0b,83,4017,2019-07-30T05:25:08.68,6.108,61.40760803,18,320.70922852,5.95092773,238.86108398,17.21191406,221.83227539,-6.68334961,41.65649414,384.61303711,8.01120993,39.90005004,9.69780816,99.23665365
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f0c,83,4017,2019-07-30T04:45:09.773,6.109,59.16075134,19,324.00512695,10.16235352,236.66381836,16.20483398,219.54345703,-8.97216797,39.09301758,383.88061523,14.82581475,36.31613518,3.00535682,93.54003906
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f0d,83,4017,2019-07-30T04:15:10.847,6.109,59.35720825,19,318.60351562,4.02832031,240.5090332,19.22607422,220.91674805,-7.14111328,38.63525391,383.42285156,4.90019468,47.06787978,8.35931789,92.52278646
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f0e,83,4017,2019-07-30T02:25:10.28,6.112,59.21606445,20,328.58276367,13.27514648,238.49487305,17.12036133,223.11401367,-5.95092773,47.88208008,388.73291016,19.86269658,39.5742396,11.83939259,113.07128906
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f0f,83,4017,2019-07-30T01:05:09.992,6.116,57.31062317,21,324.46289062,6.40869141,238.40332031,17.94433594,224.39575195,-3.93676758,51.36108398,391.29638672,8.75192784,42.50653359,17.72874977,120.80240885
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f10,83,4017,2019-07-30T00:55:11.307,6.113,57.01307678,21,324.37133789,6.22558594,241.42456055,20.7824707,222.9309082,-5.31005859,52.91748047,392.578125,8.45564068,52.60665731,13.71327897,124.26106771
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f11,83,4017,2019-07-29T21:55:11.034,6.114,50.38885498,24,332.42797852,5.21850586,239.41040039,20.41625977,226.77612305,-0.2746582,84.86938477,413.26904297,6.82606126,51.30341554,28.43667192,195.26529948
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f12,83,4017,2019-07-29T21:05:09.696,6.116,45.17225647,27,337.73803711,4.76074219,238.58642578,21.24023438,228.7902832,3.11279297,93.75,418.85375977,6.08534335,54.23570952,38.34149991,215
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f13,83,4017,2019-07-29T20:55:15.764,6.113,43.96109009,27,333.89282227,1.73950195,241.05834961,24.35302734,229.15649414,3.66210938,96.03881836,421.23413086,1.1966051,65.31326457,39.94768823,220.08626302
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f14,83,4017,2019-07-29T20:15:12.98,6.118,38.57855225,30,350.09765625,7.04956055,237.5793457,23.07128906,227.96630859,4.66918945,100.79956055,430.20629883,9.78893292,60.75191837,42.89236682,230.6656901
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f15,83,4017,2019-07-29T19:45:15.492,6.118,34.22216797,32,362.82348633,8.42285156,235.47363281,21.88110352,229.15649414,7.41577148,90.17944336,440.36865234,12.01108667,56.51638262,50.92330843,207.06542969
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f16,83,4017,2019-07-29T17:15:13.915,6.119,20.68380737,37,387.35961914,-1.55639648,221.37451172,11.81030273,229.70581055,12.63427734,60.51635742,418.39599609,-4.13656389,20.67723393,66.1820975,141.14746094
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f17,83,4017,2019-07-29T14:15:15.588,6.114,18.73068237,42,453.27758789,21.88110352,206.72607422,-0.09155273,218.62792969,4.39453125,-11.71875,407.04345703,33.78819339,-21.67812361,42.08927266,-19.375
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f18,83,4017,2019-07-31T02:05:09.791,6.087,53.62181091,18,317.41333008,4.48608398,240.60058594,20.14160156,220.91674805,-7.14111328,44.2199707,390.83862305,5.6409126,50.32598421,8.35931789,104.93326823
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f19,83,4017,2019-07-29T17:05:09.958,6.118,22.08380127,37,382.59887695,-8.05664062,225.5859375,16.93725586,231.90307617,14.6484375,64.08691406,420.95947266,-14.65475829,38.92261872,72.07145468,149.08203125
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f1a,83,4017,2019-07-29T14:55:11.018,6.115,20.23558044,42,442.6574707,3.47900391,208.92333984,4.39453125,224.94506836,11.90185547,3.57055664,413.63525391,4.01133318,-5.71341192,64.04051307,14.60123698
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f1b,83,4017,2019-07-29T12:25:11.991,6.113,21.42004395,38,386.35253906,-8.33129883,221.83227539,9.52148438,228.515625,8.60595703,4.02832031,395.14160156,-15.09918904,12.53197286,54.40338313,15.61848958
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f1c,83,4017,2019-07-29T09:25:10.394,6.114,37.44940186,26,333.34350586,3.11279297,236.02294922,15.38085938,223.48022461,-4.11987305,31.31103516,399.90234375,3.41875885,33.38384119,17.19335366,76.24674479
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f1d,83,4017,2019-07-29T08:35:09.168,6.115,45.45645142,21,327.66723633,7.14111328,236.20605469,15.10620117,219.36035156,-8.23974609,37.53662109,391.84570312,9.93707651,32.40640986,5.14694125,90.08138021
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f1e,83,4017,2019-07-29T07:05:12.279,6.121,50.97822571,19,324.00512695,8.5144043,237.48779297,17.02880859,218.44482422,-9.24682617,45.77636719,397.97973633,12.15923025,39.24842916,2.20226266,108.39192708
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f1f,83,4017,2019-07-29T05:55:09.227,6.121,58.61334229,18,327.02636719,13.09204102,236.48071289,15.93017578,214.23339844,-13.36669922,42.11425781,391.84570312,19.56640941,35.33870385,-9.84414976,100.25390625
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f20,83,4017,2019-07-29T05:15:13.137,6.122,54.81771851,18,325.83618164,11.9934082,236.84692383,16.93725586,214.59960938,-12.72583008,42.75512695,393.03588867,17.78868641,38.92261872,-7.97026339,101.6780599
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f21,83,4017,2019-07-29T05:05:11.074,6.123,53.66377258,18,326.11083984,12.26806641,237.76245117,17.3034668,215.14892578,-12.08496094,45.68481445,397.06420898,18.23311716,40.22586049,-6.09637701,108.18847656
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f22,83,4017,2019-07-29T00:55:11.148,6.131,49.5934906,20,324.46289062,6.68334961,239.04418945,19.50073242,217.89550781,-9.42993164,53.0090332,402.37426758,9.19635859,48.04531111,1.66686655,124.46451823
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f23,83,4017,2019-07-29T00:45:14.443,6.13,49.40275574,20,326.75170898,8.60595703,237.3046875,17.66967773,218.35327148,-8.97216797,53.10058594,401.91650391,12.30737384,41.52910226,3.00535682,124.66796875
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f24,83,4017,2019-07-29T00:05:16.726,6.131,48.57687378,21,325.37841797,5.76782227,237.94555664,18.85986328,218.07861328,-8.69750977,52.27661133,400.54321289,7.71492276,45.76463801,3.80845098,122.83691406
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f25,83,4017,2019-07-28T21:45:14.37,6.133,40.68807983,24,329.77294922,4.57763672,238.49487305,20.41625977,221.37451172,-4.11987305,55.20629883,403.19824219,5.78905618,51.30341554,17.19335366,129.34733073
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f26,83,4017,2019-07-28T21:35:15.128,6.132,40.87309265,24,329.49829102,4.02832031,238.22021484,20.59936523,221.19140625,-4.21142578,56.94580078,404.66308594,4.90019468,51.95503642,16.92565561,133.21289062
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f27,83,4017,2019-07-28T21:05:14.825,6.133,38.40116882,25,331.14624023,2.83813477,237.48779297,19.59228516,221.64916992,-3.47900391,48.98071289,398.52905273,2.9743281,48.37112155,19.06724004,115.51269531
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f28,83,4017,2019-07-28T20:55:14.881,6.135,37.2472229,25,330.87158203,2.01416016,237.67089844,20.05004883,222.47314453,-2.47192383,47.60742188,396.05712891,1.64103585,50.00017377,22.01191863,112.4609375
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f29,83,4017,2019-07-28T20:45:12.915,6.132,36.3374176,25,331.51245117,1.64794922,237.3046875,19.77539062,222.9309082,-1.92260742,46.875,395.05004883,1.04846152,49.02274244,23.61810695,110.83333333
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f2a,83,4017,2019-07-28T19:15:11.138,6.136,33.22271729,27,334.99145508,-2.6550293,235.01586914,18.67675781,224.12109375,0.09155273,37.17041016,389.6484375,-5.91428689,45.11301713,29.50746414,89.26757812
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f2b,83,4017,2019-07-28T14:25:15.093,6.135,27.68186951,34,367.21801758,-0.64086914,227.32543945,12.08496094,223.02246094,-0.09155273,-5.859375,374.45068359,-2.65512806,21.65466526,28.97206803,-6.35416667
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f2c,83,4017,2019-07-28T13:45:13.016,6.135,29.9249115,33,369.50683594,5.31005859,228.69873047,12.08496094,219.7265625,-2.6550293,-4.02832031,375.64086914,6.97420484,21.65466526,21.47652252,-2.28515625
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f2d,83,4017,2019-07-28T13:35:16.43,6.135,29.51673889,33,366.39404297,5.12695312,226.77612305,10.89477539,221.55761719,-1.73950195,-7.50732422,374.08447266,6.67791768,17.4191295,24.15350306,-10.01627604
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f2e,83,4017,2019-07-28T12:55:10.144,6.136,31.97149658,31,361.08398438,6.77490234,227.60009766,11.07788086,220.73364258,-3.93676758,-2.28881836,375.64086914,9.34450217,18.07075039,17.72874977,1.58040365
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f2f,83,4017,2019-07-28T12:05:10.33,6.139,34.84777832,30,352.38647461,5.5847168,229.15649414,10.98632812,221.28295898,-3.75366211,-3.2043457,372.16186523,7.41863559,17.74493995,18.26414588,-0.45410156
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f30,83,4017,2019-07-28T11:15:15.637,6.136,37.7374115,28,343.50585938,5.49316406,231.81152344,11.9934082,220.18432617,-6.50024414,-1.64794922,373.80981445,7.27049201,21.32885482,10.23320427,3.00455729
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f31,83,4017,2019-07-28T10:35:11.656,6.139,41.37854004,26,338.37890625,6.31713867,232.36083984,12.54272461,221.46606445,-5.76782227,4.21142578,377.83813477,8.60378426,23.28371747,12.3747887,16.02539062
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f32,83,4017,2019-07-28T09:05:16.142,6.141,54.61553955,21,327.30102539,6.95800781,235.56518555,14.19067383,219.54345703,-9.0637207,25.45166016,384.88769531,9.64078934,29.14830544,2.73765876,63.22591146
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f33,83,4017,2019-07-28T08:25:17.526,6.144,59.36483765,19,325.92773438,8.05664062,237.39624023,16.02172852,219.54345703,-8.97216797,28.56445312,385.07080078,11.41851234,35.66451429,3.00535682,70.14322917
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f34,83,4017,2019-07-28T08:15:16.556,6.143,59.20843506,19,322.90649414,6.86645508,235.56518555,14.00756836,219.36035156,-9.42993164,29.38842773,384.15527344,9.49264576,28.49668455,1.66686655,71.97428385
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f35,83,4017,2019-07-28T06:55:15.312,6.146,64.32012939,17,319.79370117,5.76782227,237.21313477,15.65551758,222.01538086,-6.31713867,33.32519531,384.61303711,7.71492276,34.36127252,10.76860037,80.72265625
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f36,83,4017,2019-07-28T06:45:11.75,6.146,64.75881958,17,315.58227539,0.45776367,239.41040039,19.04296875,221.46606445,-7.14111328,33.23364258,385.16235352,-0.87740506,46.4162589,8.35931789,80.51920573
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f37,83,4017,2019-07-28T04:35:11.578,6.15,63.67544556,17,324.64599609,11.81030273,237.67089844,16.29638672,216.61376953,-11.4440918,28.83911133,380.5847168,17.49239925,36.64194562,-4.22249063,70.75358073
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f38,83,4017,2019-07-28T02:15:16.38,6.152,61.40379333,18,317.87109375,4.57763672,240.05126953,19.04296875,219.17724609,-8.88061523,32.86743164,382.23266602,5.78905618,46.4162589,3.27305487,79.70540365
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f39,83,4017,2019-07-28T01:35:18.388,6.153,59.69099426,18,324.82910156,9.42993164,235.83984375,15.19775391,218.90258789,-9.42993164,32.59277344,381.77490234,13.64066609,32.73222031,1.66686655,79.09505208
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f3a,83,4017,2019-07-27T23:35:13.565,6.156,55.04278564,19,323.82202148,6.86645508,237.12158203,16.66259766,219.4519043,-8.7890625,31.58569336,380.31005859,9.49264576,37.94518739,3.54075292,76.85709635
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f3b,83,4017,2019-07-27T23:25:17.183,6.156,54.35614014,19,322.17407227,4.48608398,236.02294922,16.20483398,222.65625,-4.30297852,32.40966797,380.95092773,5.6409126,36.31613518,16.65795756,78.68815104
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f3c,83,4017,2019-07-27T23:15:11.366,6.159,54.87303162,19,324.37133789,7.23266602,237.39624023,16.84570312,218.44482422,-9.15527344,32.68432617,381.95800781,10.08522009,38.59680827,2.46996071,79.2985026
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f3d,83,4017,2019-07-27T22:25:11.787,6.158,54.34660339,20,330.96313477,12.72583008,234.92431641,14.3737793,218.07861328,-9.42993164,33.41674805,381.95800781,18.97383508,29.79992632,1.66686655,80.92610677
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f3e,83,4017,2019-07-29T15:05:10.961,6.115,17.92196655,42,437.71362305,1.37329102,205.99365234,1.46484375,228.69873047,15.38085938,21.60644531,421.32568359,0.60403077,-16.13934609,74.21303911,54.68098958
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f3f,83,4017,2019-07-27T19:35:12.368,6.162,46.16217041,22,330.13916016,8.69750977,235.01586914,16.02172852,219.08569336,-6.95800781,25.72631836,374.08447266,12.45551742,35.66451429,8.894714,63.83626302
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f40,83,4017,2019-07-27T18:15:18.741,6.162,43.9382019,24,329.31518555,2.9296875,235.74829102,16.66259766,224.30419922,-2.01416016,30.48706055,379.76074219,3.12247168,37.94518739,23.3504089,74.4156901
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f41,83,4017,2019-07-27T18:05:11.057,6.165,44.54283142,24,334.89990234,7.59887695,235.19897461,16.02172852,222.10693359,-3.93676758,32.40966797,380.95092773,10.67779442,35.66451429,17.72874977,78.68815104
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f42,83,4017,2019-07-27T16:45:17.626,6.165,38.51560974,27,342.04101562,5.859375,232.72705078,15.28930664,221.55761719,-3.29589844,13.18359375,369.140625,7.86306634,33.05803075,19.60263615,35.96354167
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f43,83,4017,2019-07-27T16:35:17.79,6.164,37.73550415,27,342.86499023,5.5847168,231.99462891,14.55688477,221.37451172,-3.38745117,10.25390625,366.39404297,7.41863559,30.45154721,19.33493809,29.453125
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f44,83,4017,2019-07-27T15:15:18.682,6.166,38.93331909,28,348.08349609,7.59887695,232.08618164,13.64135742,222.19848633,-3.57055664,15.01464844,375.73242188,10.67779442,27.19344278,18.79954199,40.03255208
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f45,83,4017,2019-07-27T11:55:15.842,6.17,40.7338562,28,350.46386719,11.26098633,229.98046875,10.98632812,217.89550781,-8.42285156,-6.1340332,364.37988281,16.60353775,17.74493995,4.61154514,-6.96451823
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f46,83,4017,2019-07-27T11:25:13.223,6.168,40.99707031,29,352.38647461,12.08496094,230.34667969,10.34545898,218.81103516,-8.33129883,-7.87353516,377.74658203,17.93683,15.46426685,4.87924319,-10.83007812
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f47,83,4017,2019-07-27T11:05:17.786,6.17,43.62730408,28,348.54125977,10.98632812,233.45947266,12.08496094,219.36035156,-8.69750977,7.87353516,384.42993164,16.159107,21.65466526,3.80845098,24.16341146
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f48,83,4017,2019-07-27T09:25:12.405,6.176,60.70379639,22,336.54785156,15.74707031,236.11450195,14.55688477,214.05029297,-14.55688477,24.81079102,379.57763672,23.86257332,30.45154721,-13.32422446,61.80175781
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f49,83,4017,2019-07-27T09:15:14.989,6.176,60.43104553,22,340.85083008,19.50073242,234.375,13.09204102,213.68408203,-14.83154297,23.98681641,378.75366211,29.93646023,25.23858013,-14.12731862,59.97070312
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f4a,83,4017,2019-07-27T09:05:13.671,6.176,59.46211243,21,336.54785156,15.28930664,234.46655273,13.54980469,214.1418457,-14.3737793,21.51489258,377.56347656,23.12185541,26.86763234,-12.78882835,54.47753906
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f4b,83,4017,2019-07-27T07:25:14.193,6.177,66.10731506,20,332.88574219,14.46533203,238.40332031,16.57104492,216.97998047,-12.35961914,32.77587891,382.78198242,21.78856316,37.61937695,-6.89947117,79.50195312
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f4c,83,4017,2019-07-27T06:45:16.711,6.18,67.02284241,20,334.16748047,16.93725586,240.14282227,18.21899414,212.76855469,-16.11328125,27.83203125,379.76074219,25.7884399,43.48396491,-17.87509137,68.515625
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f4d,83,4017,2019-07-27T06:35:18.962,6.18,65.09451294,20,333.61816406,14.9230957,235.65673828,13.73291016,217.25463867,-11.9934082,28.93066406,380.49316406,22.52928107,27.51925323,-5.82867896,70.95703125
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f4e,83,4017,2019-07-27T05:15:16.592,6.182,63.76318359,20,326.38549805,7.23266602,238.40332031,17.8527832,216.43066406,-12.81738281,30.39550781,379.39453125,10.08522009,42.18072314,-8.23796144,74.21223958
historic_air_quality_sensor_raw_observations_2019_07.fid--6ccc9236_1791e6e5ac7_7f4f,83,4017,2019-07-27T05:05:13.21,6.185,65.41494751,20,323.54736328,4.94384766,241.69921875,21.24023438,218.26171875,-9.88769531,31.21948242,379.02832031,6.38163051,54.23570952,0.32837628,76.04329427
