Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-C003;56.519;2023-11-14 09:33:31.533
BI-RUI-BR2;59.986;2023-11-14 09:33:34.267
BI-RUI-011;61.126;2023-11-14 09:35:29.673
BI-RUI-P010;68.4;2023-11-14 09:35:48.253
BI-RUI-P011;64.4;2023-11-14 09:36:08.507
BI-RUI-008;59.488;2023-11-14 09:36:37.527
BI-RUI-BR5;67.008;2023-11-14 09:36:40.527
BI-RUI-P009;70.9;2023-11-14 09:38:25.447
BI-RUI-022;63.076;2023-11-14 09:38:36.31
BI-RUI-P008;69.0;2023-11-14 09:39:09.093
BI-RUI-P006;75.6;2023-11-14 09:39:46.833
BI-RUI-BR6;58.20;2023-11-14 09:40:45.78
BI-RUI-BR7;61.218;2023-11-14 09:41:46.71
BI-RUI-P012;71.0;2023-11-14 09:42:02.96
BI-RUI-C010;60.320;2023-11-14 09:42:30.043
BI-RUI-C006;70.953;2023-11-14 09:42:39.92
BI-RUI-023;60.249;2023-11-14 09:42:47.907
BI-RUI-015;64.353;2023-11-14 09:45:09.83
BI-RUI-006;64.460;2023-11-14 09:45:23.6
BI-RUI-004;66.358;2023-11-14 09:45:24.003
BI-RUI-009;63.683;2023-11-14 09:45:28.46
BI-RUI-P014;69.8;2023-11-14 09:45:31.38
BI-RUI-P002;60.2;2023-11-14 09:45:34.867
BI-RUI-001;61.396;2023-11-14 09:45:40.523
BI-RUI-019;68.675;2023-11-14 09:45:44.9
BI-RUI-C002;69.878;2023-11-14 09:45:55.51
BI-RUI-P013;65.9;2023-11-14 09:46:03.447
BI-RUI-BR8;62.60;2023-11-14 09:46:38.75
BI-RUI-C005;56.10;2023-11-14 09:46:53.5
BI-RUI-C008;61.835;2023-11-14 09:46:54.017
BI-RUI-021;60.30;2023-11-14 09:47:02.423
BI-RUI-010;60.358;2023-11-14 09:47:22.71
BI-RUI-P005;66.2;2023-11-14 09:47:45.633
BI-RUI-020;66.70;2023-11-14 09:47:54.93
BI-RUI-C003;61.371;2023-11-14 09:48:31.983
BI-RUI-BR2;61.925;2023-11-14 09:48:33.687
BI-RUI-011;68.307;2023-11-14 09:50:29.61
BI-RUI-P010;67.0;2023-11-14 09:50:48.563
BI-RUI-BR5;67.769;2023-11-14 09:51:32.46
BI-RUI-008;59.771;2023-11-14 09:51:35.557
BI-RUI-P009;71.9;2023-11-14 09:53:25.807
BI-RUI-022;62.711;2023-11-14 09:53:34.963
BI-RUI-P008;68.4;2023-11-14 09:54:09.263
BI-RUI-P006;75.7;2023-11-14 09:54:47.333
BI-RUI-BR6;63.90;2023-11-14 09:56:11.64
BI-RUI-P012;70.9;2023-11-14 09:57:03.49
BI-RUI-C010;57.983;2023-11-14 09:57:21.527
BI-RUI-023;58.757;2023-11-14 09:57:39.997
BI-RUI-C006;71.434;2023-11-14 09:57:56.06
BI-RUI-015;63.303;2023-11-14 10:00:02.483
BI-RUI-006;62.770;2023-11-14 10:00:13.533
BI-RUI-004;67.516;2023-11-14 10:00:14.267
BI-RUI-019;68.706;2023-11-14 10:00:27.677
BI-RUI-P014;68.3;2023-11-14 10:00:30.69
BI-RUI-001;62.060;2023-11-14 10:00:32.207
BI-RUI-P002;58.3;2023-11-14 10:00:32.753
BI-RUI-009;63.365;2023-11-14 10:00:35.957
BI-RUI-C002;60.487;2023-11-14 10:00:51.693
BI-RUI-P013;65.4;2023-11-14 10:01:03.447
BI-RUI-BR8;67.10;2023-11-14 10:01:54.97
BI-RUI-C008;61.059;2023-11-14 10:02:04.22
BI-RUI-021;63.40;2023-11-14 10:02:18.19
BI-RUI-C005;62.90;2023-11-14 10:02:20.097
BI-RUI-010;69.522;2023-11-14 10:02:33.49
BI-RUI-020;64.60;2023-11-14 10:03:00.773
BI-RUI-BR2;58.694;2023-11-14 10:03:34.233
BI-RUI-C003;58.017;2023-11-14 10:03:42.797
BI-RUI-011;71.374;2023-11-14 10:05:26.7
BI-RUI-P010;68.7;2023-11-14 10:05:48.94
BI-RUI-P011;64.1;2023-11-14 10:06:08.987
BI-RUI-BR5;67.269;2023-11-14 10:06:34.553
BI-RUI-008;68.461;2023-11-14 10:06:44.117
BI-RUI-P009;73.9;2023-11-14 10:08:26.257
BI-RUI-022;65.641;2023-11-14 10:08:44.383
BI-RUI-P008;68.0;2023-11-14 10:09:09.717
BI-RUI-P006;75.1;2023-11-14 10:09:47.643
BI-RUI-BR6;66.50;2023-11-14 10:11:37.643
BI-RUI-BR7;61.106;2023-11-14 10:11:56.583
BI-RUI-P012;71.6;2023-11-14 10:12:04.067
BI-RUI-C010;56.871;2023-11-14 10:12:17.507
BI-RUI-C006;73.536;2023-11-14 10:12:33.527
BI-RUI-015;65.567;2023-11-14 10:15:02.197
BI-RUI-004;67.007;2023-11-14 10:15:06.683
BI-RUI-006;61.680;2023-11-14 10:15:11.657
BI-RUI-P014;68.7;2023-11-14 10:15:30.937
BI-RUI-P002;59.7;2023-11-14 10:15:33.187
BI-RUI-009;67.047;2023-11-14 10:15:35.39
BI-RUI-001;63.121;2023-11-14 10:15:50.62
BI-RUI-C002;62.980;2023-11-14 10:16:00.003
BI-RUI-C008;63.113;2023-11-14 10:16:54.073
BI-RUI-BR8;62.40;2023-11-14 10:17:20.45
BI-RUI-010;71.922;2023-11-14 10:17:22.78
BI-RUI-021;69.10;2023-11-14 10:17:33.773
BI-RUI-C005;63.60;2023-11-14 10:17:37.26
BI-RUI-P005;69.8;2023-11-14 10:17:46.157
BI-RUI-020;64.70;2023-11-14 10:18:10.737
BI-RUI-C003;58.903;2023-11-14 10:18:36.083
BI-RUI-BR2;60.449;2023-11-14 10:18:39.867
BI-RUI-011;64.478;2023-11-14 10:20:24.167
BI-RUI-P010;68.3;2023-11-14 10:20:49.597
BI-RUI-P011;63.0;2023-11-14 10:21:09.713
BI-RUI-BR5;69.923;2023-11-14 10:21:14.53
BI-RUI-008;57.712;2023-11-14 10:21:38.02
BI-RUI-P009;71.3;2023-11-14 10:23:26.48
BI-RUI-022;65.342;2023-11-14 10:23:36.92
BI-RUI-P008;67.8;2023-11-14 10:24:10.45
BI-RUI-BR7;61.010;2023-11-14 10:26:48.437
BI-RUI-BR6;63.60;2023-11-14 10:27:03.407
BI-RUI-P012;71.4;2023-11-14 10:27:04.86
BI-RUI-C010;58.559;2023-11-14 10:27:20.113
BI-RUI-C006;77.609;2023-11-14 10:27:52.497
BI-RUI-023;59.854;2023-11-14 10:27:54.107
BI-RUI-015;77.273;2023-11-14 10:29:59.003
BI-RUI-004;65.413;2023-11-14 10:30:17.633
BI-RUI-006;67.034;2023-11-14 10:30:20.46
BI-RUI-009;66.725;2023-11-14 10:30:30.73
BI-RUI-P014;69.2;2023-11-14 10:30:31.167
BI-RUI-019;68.565;2023-11-14 10:30:40.417
BI-RUI-001;64.043;2023-11-14 10:30:50.903
BI-RUI-C002;58.662;2023-11-14 10:31:00.373
BI-RUI-P013;65.0;2023-11-14 10:31:04.267
BI-RUI-C008;64.306;2023-11-14 10:31:57.82
BI-RUI-010;65.165;2023-11-14 10:32:22.637
BI-RUI-BR8;62.20;2023-11-14 10:32:40.827
BI-RUI-P005;69.3;2023-11-14 10:32:46.69
BI-RUI-021;71.20;2023-11-14 10:32:49.75
BI-RUI-C005;61.20;2023-11-14 10:33:03.05
BI-RUI-020;64.50;2023-11-14 10:33:26.663
BI-RUI-BR2;61.134;2023-11-14 10:33:33.727
BI-RUI-C003;60.716;2023-11-14 10:33:41.807
BI-RUI-011;68.665;2023-11-14 10:35:27.807
BI-RUI-P010;67.5;2023-11-14 10:35:50.233
BI-RUI-P011;63.9;2023-11-14 10:36:10.313
BI-RUI-008;68.678;2023-11-14 10:36:32.69
BI-RUI-BR5;68.791;2023-11-14 10:36:44.193
BI-RUI-P009;70.8;2023-11-14 10:38:26.833
BI-RUI-022;64.741;2023-11-14 10:38:35.82
BI-RUI-P008;67.4;2023-11-14 10:39:10.637
BI-RUI-P006;75.3;2023-11-14 10:39:48.44
BI-RUI-BR7;61.077;2023-11-14 10:41:47.41
BI-RUI-P012;69.9;2023-11-14 10:42:05.477
BI-RUI-C010;59.821;2023-11-14 10:42:17.697
BI-RUI-BR6;64.60;2023-11-14 10:42:29.103
BI-RUI-C006;75.287;2023-11-14 10:42:40.59
BI-RUI-023;59.991;2023-11-14 10:42:45.153
BI-RUI-015;64.813;2023-11-14 10:44:58.047
BI-RUI-006;59.630;2023-11-14 10:45:10.953
BI-RUI-004;67.898;2023-11-14 10:45:17.143
BI-RUI-P014;69.9;2023-11-14 10:45:31.253
BI-RUI-P002;59.9;2023-11-14 10:45:34.363
BI-RUI-009;69.075;2023-11-14 10:45:36.707
BI-RUI-019;68.516;2023-11-14 10:45:41.35
BI-RUI-001;65.425;2023-11-14 10:45:50.57
BI-RUI-C002;61.050;2023-11-14 10:45:58.1
BI-RUI-P013;66.5;2023-11-14 10:46:04.587
BI-RUI-C008;63.022;2023-11-14 10:47:04.343
BI-RUI-010;62.382;2023-11-14 10:47:32.99
BI-RUI-P005;69.0;2023-11-14 10:47:46.79
BI-RUI-021;68.00;2023-11-14 10:47:59.21
BI-RUI-BR8;66.20;2023-11-14 10:48:00.023
BI-RUI-C005;56.70;2023-11-14 10:48:28.763
BI-RUI-C003;59.167;2023-11-14 10:48:32.577
BI-RUI-BR2;61.246;2023-11-14 10:48:35.2
BI-RUI-020;65.20;2023-11-14 10:48:42.717
BI-RUI-011;65.989;2023-11-14 10:50:27.827
BI-RUI-P010;66.7;2023-11-14 10:50:50.797
BI-RUI-BR5;69.547;2023-11-14 10:51:31.147
BI-RUI-008;61.811;2023-11-14 10:51:42.993
BI-RUI-P009;80.7;2023-11-14 10:53:27.023
BI-RUI-022;64.527;2023-11-14 10:53:34.447
BI-RUI-P008;67.7;2023-11-14 10:54:11.137
BI-RUI-P006;74.8;2023-11-14 10:54:48.517
BI-RUI-BR7;61.388;2023-11-14 10:56:46.423
BI-RUI-P012;71.7;2023-11-14 10:57:06.037
BI-RUI-C010;62.206;2023-11-14 10:57:30.227
BI-RUI-BR6;67.60;2023-11-14 10:57:48.59
BI-RUI-C006;77.431;2023-11-14 10:57:49.903
BI-RUI-015;63.831;2023-11-14 10:59:48.59
BI-RUI-004;66.804;2023-11-14 11:00:07.28
BI-RUI-006;62.583;2023-11-14 11:00:21.953
BI-RUI-009;64.553;2023-11-14 11:00:26.097
BI-RUI-019;69.768;2023-11-14 11:00:27.41
BI-RUI-P014;69.9;2023-11-14 11:00:31.643
BI-RUI-P002;61.1;2023-11-14 11:00:34.817
BI-RUI-001;65.825;2023-11-14 11:00:40.77
BI-RUI-C002;60.233;2023-11-14 11:01:00.507
BI-RUI-P013;66.2;2023-11-14 11:01:04.82
BI-RUI-C008;63.962;2023-11-14 11:01:54.687
BI-RUI-010;67.589;2023-11-14 11:02:25.753
BI-RUI-021;65.10;2023-11-14 11:03:05.413
BI-RUI-BR8;62.60;2023-11-14 11:03:16.493
BI-RUI-C003;59.962;2023-11-14 11:03:33.277
BI-RUI-BR2;71.357;2023-11-14 11:03:35.2
BI-RUI-C005;59.40;2023-11-14 11:03:48.373
BI-RUI-020;67.60;2023-11-14 11:03:58.733
BI-RUI-011;64.096;2023-11-14 11:05:33.433
BI-RUI-P010;81.6;2023-11-14 11:05:51.017
BI-RUI-P011;64.3;2023-11-14 11:06:11.313
BI-RUI-008;61.466;2023-11-14 11:06:36.303
BI-RUI-BR5;69.173;2023-11-14 11:06:36.443
BI-RUI-P009;80.3;2023-11-14 11:08:27.613
BI-RUI-022;66.679;2023-11-14 11:08:32.287
BI-RUI-P008;68.1;2023-11-14 11:09:11.497
BI-RUI-P006;75.6;2023-11-14 11:09:48.703
BI-RUI-BR7;61.100;2023-11-14 11:11:58.27
BI-RUI-P012;69.0;2023-11-14 11:12:06.63
BI-RUI-C010;60.399;2023-11-14 11:12:27.79
BI-RUI-C006;74.597;2023-11-14 11:12:49.12
BI-RUI-023;65.318;2023-11-14 11:12:59.683
BI-RUI-BR6;70.80;2023-11-14 11:13:14.59
BI-RUI-015;60.838;2023-11-14 11:14:58.76
BI-RUI-004;70.082;2023-11-14 11:15:14.7
BI-RUI-006;58.179;2023-11-14 11:15:14.89
BI-RUI-P014;74.7;2023-11-14 11:15:32.267
BI-RUI-P002;60.4;2023-11-14 11:15:35.347
BI-RUI-019;68.753;2023-11-14 11:15:37.767
BI-RUI-009;63.731;2023-11-14 11:15:43.347
BI-RUI-001;67.657;2023-11-14 11:15:55.003
BI-RUI-C002;62.783;2023-11-14 11:16:00.723
BI-RUI-C008;67.102;2023-11-14 11:16:54.637
BI-RUI-010;57.366;2023-11-14 11:17:33.19
BI-RUI-P005;69.9;2023-11-14 11:17:47.567
BI-RUI-021;67.00;2023-11-14 11:18:12.053
BI-RUI-BR2;63.037;2023-11-14 11:18:31.963
BI-RUI-C003;58.853;2023-11-14 11:18:32.603
BI-RUI-BR8;62.40;2023-11-14 11:18:42.06
BI-RUI-020;65.70;2023-11-14 11:19:04.7
BI-RUI-C005;56.00;2023-11-14 11:19:08.797
BI-RUI-011;66.087;2023-11-14 11:20:30.4
BI-RUI-P010;67.7;2023-11-14 11:20:51.467
BI-RUI-P011;63.9;2023-11-14 11:21:11.733
BI-RUI-008;60.156;2023-11-14 11:21:33.41
BI-RUI-BR5;67.774;2023-11-14 11:21:41.333
BI-RUI-P009;77.9;2023-11-14 11:23:27.91
BI-RUI-022;63.973;2023-11-14 11:23:36.55
BI-RUI-P008;68.3;2023-11-14 11:24:11.837
BI-RUI-BR7;61.006;2023-11-14 11:26:51.53
BI-RUI-P012;73.1;2023-11-14 11:27:06.66
BI-RUI-C010;59.393;2023-11-14 11:27:30.71
BI-RUI-C006;77.545;2023-11-14 11:27:53.4
BI-RUI-BR6;64.70;2023-11-14 11:28:30.577
BI-RUI-015;59.322;2023-11-14 11:29:59.4
BI-RUI-004;66.062;2023-11-14 11:30:18.543
BI-RUI-019;72.860;2023-11-14 11:30:25.42
BI-RUI-006;54.189;2023-11-14 11:30:25.967
BI-RUI-P014;69.5;2023-11-14 11:30:32.89
BI-RUI-009;64.746;2023-11-14 11:30:35.907
BI-RUI-C002;60.115;2023-11-14 11:30:49.533
BI-RUI-001;68.728;2023-11-14 11:30:51.487
BI-RUI-P013;66.4;2023-11-14 11:31:05.503
BI-RUI-C008;64.568;2023-11-14 11:31:54.887
BI-RUI-010;57.044;2023-11-14 11:32:26.17
BI-RUI-P005;68.4;2023-11-14 11:32:48.11
BI-RUI-021;66.00;2023-11-14 11:33:18.6
BI-RUI-C003;60.422;2023-11-14 11:33:40.12
BI-RUI-BR2;67.212;2023-11-14 11:33:41.4
BI-RUI-BR8;64.00;2023-11-14 11:34:07.513
BI-RUI-020;67.90;2023-11-14 11:34:32.423
BI-RUI-C005;58.30;2023-11-14 11:34:36.657
BI-RUI-011;64.215;2023-11-14 11:35:26.977
BI-RUI-P010;66.9;2023-11-14 11:35:51.793
BI-RUI-P011;63.5;2023-11-14 11:36:12.077
BI-RUI-BR5;64.770;2023-11-14 11:36:34.517
BI-RUI-008;63.665;2023-11-14 11:36:43.097
BI-RUI-P009;76.8;2023-11-14 11:38:28.41
BI-RUI-022;66.602;2023-11-14 11:38:42.143
BI-RUI-P008;67.8;2023-11-14 11:39:12.337
BI-RUI-P006;76.8;2023-11-14 11:39:49.217
BI-RUI-BR7;61.145;2023-11-14 11:41:56.0
BI-RUI-P012;70.6;2023-11-14 11:42:07.267
BI-RUI-C010;60.605;2023-11-14 11:42:28.783
BI-RUI-C006;78.103;2023-11-14 11:42:49.71
BI-RUI-BR6;61.50;2023-11-14 11:43:56.22
BI-RUI-015;59.496;2023-11-14 11:44:51.79
BI-RUI-004;65.186;2023-11-14 11:45:06.87
BI-RUI-006;53.579;2023-11-14 11:45:21.01
BI-RUI-019;69.536;2023-11-14 11:45:30.467
BI-RUI-P014;74.2;2023-11-14 11:45:33.45
BI-RUI-P002;60.7;2023-11-14 11:45:35.92
BI-RUI-009;64.863;2023-11-14 11:45:36.123
BI-RUI-C002;61.963;2023-11-14 11:45:49.157
BI-RUI-001;62.672;2023-11-14 11:45:55.22
BI-RUI-P013;66.6;2023-11-14 11:46:05.8
BI-RUI-C008;65.096;2023-11-14 11:46:54.917
BI-RUI-010;57.064;2023-11-14 11:47:26.013
BI-RUI-P005;67.7;2023-11-14 11:47:48.53
BI-RUI-021;66.20;2023-11-14 11:48:28.537
BI-RUI-BR2;63.183;2023-11-14 11:48:31.257
BI-RUI-C003;60.446;2023-11-14 11:48:36.507
BI-RUI-BR8;63.30;2023-11-14 11:49:33.047
BI-RUI-020;66.00;2023-11-14 11:49:42.047
BI-RUI-C005;54.00;2023-11-14 11:49:53.923
BI-RUI-011;64.862;2023-11-14 11:50:26.727
BI-RUI-P010;75.4;2023-11-14 11:50:52.277
BI-RUI-BR5;65.972;2023-11-14 11:51:33.33
BI-RUI-008;64.742;2023-11-14 11:51:35.877
BI-RUI-P009;79.0;2023-11-14 11:53:28.767
BI-RUI-022;64.032;2023-11-14 11:53:52.19
BI-RUI-P008;67.5;2023-11-14 11:54:12.367
BI-RUI-P006;75.2;2023-11-14 11:54:49.62
BI-RUI-BR7;61.287;2023-11-14 11:56:57.967
BI-RUI-P012;69.0;2023-11-14 11:57:07.297
BI-RUI-C010;60.055;2023-11-14 11:57:20.36
BI-RUI-C006;79.696;2023-11-14 11:57:51.927
BI-RUI-023;61.431;2023-11-14 11:57:55.24
BI-RUI-BR6;64.70;2023-11-14 11:59:22.517
BI-RUI-015;60.920;2023-11-14 11:59:59.257
BI-RUI-006;69.405;2023-11-14 12:00:11.883
BI-RUI-004;66.974;2023-11-14 12:00:14.947
BI-RUI-019;69.531;2023-11-14 12:00:29.137
BI-RUI-P014;68.0;2023-11-14 12:00:34.01
BI-RUI-P002;60.4;2023-11-14 12:00:36.183
BI-RUI-009;62.871;2023-11-14 12:00:36.31
BI-RUI-001;61.637;2023-11-14 12:00:51.06
BI-RUI-C002;59.047;2023-11-14 12:00:52.327
BI-RUI-P013;65.6;2023-11-14 12:01:06.377
BI-RUI-C008;67.657;2023-11-14 12:01:50.43
BI-RUI-010;58.360;2023-11-14 12:02:26.387
BI-RUI-C003;61.280;2023-11-14 12:03:36.1
BI-RUI-BR2;66.097;2023-11-14 12:03:40.723
BI-RUI-021;66.00;2023-11-14 12:03:44.413
BI-RUI-BR8;64.50;2023-11-14 12:04:52.733
BI-RUI-020;65.60;2023-11-14 12:04:57.64
BI-RUI-C005;55.50;2023-11-14 12:05:20.457
BI-RUI-011;63.758;2023-11-14 12:05:32.02
BI-RUI-P010;71.6;2023-11-14 12:05:52.4
BI-RUI-P011;63.2;2023-11-14 12:06:12.963
BI-RUI-BR5;66.710;2023-11-14 12:06:28.17
BI-RUI-008;61.017;2023-11-14 12:06:34.53
BI-RUI-P009;76.4;2023-11-14 12:08:29.2
BI-RUI-022;65.943;2023-11-14 12:08:35.67
BI-RUI-P008;66.9;2023-11-14 12:09:12.927
BI-RUI-P006;75.6;2023-11-14 12:09:50.43
BI-RUI-BR7;61.041;2023-11-14 12:11:54.277
BI-RUI-P012;69.5;2023-11-14 12:12:07.373
BI-RUI-C010;58.386;2023-11-14 12:12:21.75
BI-RUI-023;63.481;2023-11-14 12:12:34.94
BI-RUI-C006;80.007;2023-11-14 12:12:42.957
BI-RUI-BR6;66.80;2023-11-14 12:14:48.067
BI-RUI-015;62.738;2023-11-14 12:14:58.693
BI-RUI-006;57.414;2023-11-14 12:15:14.9
BI-RUI-004;67.196;2023-11-14 12:15:18.743
BI-RUI-019;73.331;2023-11-14 12:15:24.697
BI-RUI-P014;69.0;2023-11-14 12:15:34.463
BI-RUI-009;65.238;2023-11-14 12:15:36.323
BI-RUI-P002;61.2;2023-11-14 12:15:36.713
BI-RUI-001;62.205;2023-11-14 12:15:46.31
BI-RUI-C002;60.679;2023-11-14 12:15:51.247
BI-RUI-C008;65.869;2023-11-14 12:16:55.1
BI-RUI-010;56.669;2023-11-14 12:17:26.323
BI-RUI-P005;66.7;2023-11-14 12:17:48.98
BI-RUI-BR2;62.971;2023-11-14 12:18:34.52
BI-RUI-C003;61.352;2023-11-14 12:18:51.943
BI-RUI-021;67.10;2023-11-14 12:19:00.273
BI-RUI-020;69.10;2023-11-14 12:20:10.237
BI-RUI-BR8;63.00;2023-11-14 12:20:18.313
BI-RUI-011;64.723;2023-11-14 12:20:31.067
BI-RUI-C005;52.50;2023-11-14 12:20:46.35
BI-RUI-P010;72.7;2023-11-14 12:20:52.443
BI-RUI-P011;63.3;2023-11-14 12:21:13.463
BI-RUI-008;60.667;2023-11-14 12:21:43.437
BI-RUI-BR5;67.416;2023-11-14 12:21:44.5
BI-RUI-P009;75.2;2023-11-14 12:23:29.387
BI-RUI-022;67.384;2023-11-14 12:23:49.517
BI-RUI-P008;68.1;2023-11-14 12:24:13.283
BI-RUI-P012;69.5;2023-11-14 12:27:07.463
BI-RUI-BR7;61.555;2023-11-14 12:27:08.887
BI-RUI-C010;59.771;2023-11-14 12:27:22.39
BI-RUI-C006;77.302;2023-11-14 12:27:31.75
BI-RUI-023;63.899;2023-11-14 12:27:34.17
BI-RUI-015;59.808;2023-11-14 12:29:52.19
BI-RUI-BR6;65.40;2023-11-14 12:30:04.24
BI-RUI-006;57.550;2023-11-14 12:30:12.91
BI-RUI-004;66.385;2023-11-14 12:30:13.787
BI-RUI-019;70.383;2023-11-14 12:30:26.21
BI-RUI-P014;68.9;2023-11-14 12:30:34.853
BI-RUI-009;65.908;2023-11-14 12:30:36.477
BI-RUI-001;61.263;2023-11-14 12:30:41.823
BI-RUI-C002;59.636;2023-11-14 12:30:47.417
BI-RUI-P013;65.2;2023-11-14 12:31:06.873
BI-RUI-C008;63.375;2023-11-14 12:31:58.1
BI-RUI-010;60.103;2023-11-14 12:32:26.477
BI-RUI-P005;66.1;2023-11-14 12:32:49.573
BI-RUI-C003;57.653;2023-11-14 12:33:33.11
BI-RUI-BR2;60.924;2023-11-14 12:33:33.8
BI-RUI-021;64.40;2023-11-14 12:34:09.553
BI-RUI-020;65.50;2023-11-14 12:35:16.733
BI-RUI-011;63.013;2023-11-14 12:35:27.313
BI-RUI-BR8;62.90;2023-11-14 12:35:44.05
BI-RUI-P010;65.9;2023-11-14 12:35:52.46
BI-RUI-C005;55.10;2023-11-14 12:36:11.96
BI-RUI-P011;64.5;2023-11-14 12:36:13.807
BI-RUI-BR5;63.520;2023-11-14 12:36:26.917
BI-RUI-008;58.306;2023-11-14 12:36:43.497
BI-RUI-P009;75.5;2023-11-14 12:38:29.667
BI-RUI-022;64.312;2023-11-14 12:38:35.81
BI-RUI-P008;67.9;2023-11-14 12:39:13.703
BI-RUI-P006;75.6;2023-11-14 12:39:51.023
BI-RUI-BR7;60.721;2023-11-14 12:41:52.523
BI-RUI-P012;69.5;2023-11-14 12:42:07.48
BI-RUI-C010;58.372;2023-11-14 12:42:28.31
BI-RUI-C006;76.938;2023-11-14 12:42:42.263
BI-RUI-023;59.677;2023-11-14 12:42:42.86
BI-RUI-015;62.149;2023-11-14 12:45:00.033
BI-RUI-004;67.897;2023-11-14 12:45:07.097
BI-RUI-006;59.731;2023-11-14 12:45:16.083
BI-RUI-BR6;65.20;2023-11-14 12:45:20.55
BI-RUI-019;68.839;2023-11-14 12:45:26.13
BI-RUI-009;64.653;2023-11-14 12:45:29.88
BI-RUI-P014;68.8;2023-11-14 12:45:35.257
BI-RUI-P002;60.2;2023-11-14 12:45:37.367
BI-RUI-C002;59.716;2023-11-14 12:45:47.4
BI-RUI-001;61.555;2023-11-14 12:45:55.213
BI-RUI-P013;66.4;2023-11-14 12:46:07.12
BI-RUI-C008;64.426;2023-11-14 12:46:54.923
BI-RUI-010;61.450;2023-11-14 12:47:30.337
BI-RUI-P005;65.2;2023-11-14 12:47:49.713
BI-RUI-C003;59.602;2023-11-14 12:48:31.36
BI-RUI-BR2;61.252;2023-11-14 12:48:31.627
BI-RUI-021;61.10;2023-11-14 12:49:19.21
BI-RUI-020;67.10;2023-11-14 12:50:32.47
BI-RUI-011;63.105;2023-11-14 12:50:34.487
BI-RUI-P010;66.0;2023-11-14 12:50:52.567
BI-RUI-BR8;62.00;2023-11-14 12:51:00.147
BI-RUI-BR5;69.713;2023-11-14 12:51:36.713
BI-RUI-C005;54.60;2023-11-14 12:51:37.883
BI-RUI-008;56.755;2023-11-14 12:51:43.65
BI-RUI-P009;76.0;2023-11-14 12:53:29.87
BI-RUI-022;67.477;2023-11-14 12:53:52.513
BI-RUI-P008;67.2;2023-11-14 12:54:14.203
BI-RUI-P006;74.9;2023-11-14 12:54:51.567
BI-RUI-BR7;61.532;2023-11-14 12:57:01.273
BI-RUI-P012;72.7;2023-11-14 12:57:07.587
BI-RUI-C010;58.220;2023-11-14 12:57:24.7
BI-RUI-C006;76.835;2023-11-14 12:57:43.577
BI-RUI-023;59.224;2023-11-14 12:57:44.2
BI-RUI-015;63.030;2023-11-14 12:59:56.0
BI-RUI-004;66.374;2023-11-14 13:00:11.033
BI-RUI-006;58.334;2023-11-14 13:00:11.987
BI-RUI-019;69.144;2023-11-14 13:00:23.363
BI-RUI-001;64.292;2023-11-14 13:00:32.287
BI-RUI-P014;67.7;2023-11-14 13:00:35.553
BI-RUI-BR6;61.70;2023-11-14 13:00:36.473
BI-RUI-009;63.311;2023-11-14 13:00:37.007
BI-RUI-P002;60.7;2023-11-14 13:00:40.57
BI-RUI-C002;60.154;2023-11-14 13:00:53.023
BI-RUI-P013;65.8;2023-11-14 13:01:07.417
BI-RUI-C008;64.492;2023-11-14 13:01:55.547
BI-RUI-010;59.066;2023-11-14 13:02:23.473
BI-RUI-C003;57.857;2023-11-14 13:03:36.547
BI-RUI-BR2;62.893;2023-11-14 13:03:44.407
BI-RUI-021;64.60;2023-11-14 13:04:34.43
BI-RUI-011;65.247;2023-11-14 13:05:27.67
BI-RUI-020;67.70;2023-11-14 13:05:38.58
BI-RUI-P010;68.8;2023-11-14 13:05:52.813
BI-RUI-P011;64.1;2023-11-14 13:06:14.897
BI-RUI-BR8;61.30;2023-11-14 13:06:25.63
BI-RUI-BR5;66.279;2023-11-14 13:06:35.43
BI-RUI-008;61.876;2023-11-14 13:06:43.773
BI-RUI-C005;55.60;2023-11-14 13:07:04.01
BI-RUI-P009;70.0;2023-11-14 13:08:29.947
BI-RUI-022;63.884;2023-11-14 13:08:32.977
BI-RUI-P008;67.2;2023-11-14 13:09:14.373
BI-RUI-P006;75.4;2023-11-14 13:09:51.817
BI-RUI-P012;69.9;2023-11-14 13:12:07.617
BI-RUI-023;63.526;2023-11-14 13:12:28.07
BI-RUI-C010;57.671;2023-11-14 13:12:28.697
BI-RUI-C006;72.391;2023-11-14 13:12:31.777
BI-RUI-BR7;61.173;2023-11-14 13:12:54.357
BI-RUI-015;64.709;2023-11-14 13:14:52.497
BI-RUI-004;66.811;2023-11-14 13:15:15.297
BI-RUI-006;54.709;2023-11-14 13:15:21.66
BI-RUI-019;68.562;2023-11-14 13:15:23.517
BI-RUI-009;68.510;2023-11-14 13:15:27.27
BI-RUI-P014;68.9;2023-11-14 13:15:36.097
BI-RUI-P002;62.1;2023-11-14 13:15:38.44
BI-RUI-C002;59.533;2023-11-14 13:15:47.927
BI-RUI-001;66.972;2023-11-14 13:15:50.163
BI-RUI-BR6;59.90;2023-11-14 13:16:01.867
BI-RUI-C008;62.692;2023-11-14 13:16:54.763
BI-RUI-010;61.017;2023-11-14 13:17:23.817
BI-RUI-P005;68.0;2023-11-14 13:17:50.74
BI-RUI-BR2;60.796;2023-11-14 13:18:34.433
BI-RUI-C003;58.333;2023-11-14 13:18:36.48
BI-RUI-021;95.40;2023-11-14 13:19:49.82
