Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-C002;59.409;2023-11-20 15:13:22.8
BI-RUI-022;62.474;2023-11-20 15:13:43.067
BI-RUI-015;56.001;2023-11-20 15:15:00.623
BI-RUI-004;66.003;2023-11-20 15:15:18.893
BI-RUI-006;52.358;2023-11-20 15:15:20.207
BI-RUI-019;69.708;2023-11-20 15:15:31.847
BI-RUI-001;61.787;2023-11-20 15:15:34.537
BI-RUI-009;69.135;2023-11-20 15:15:36.333
BI-RUI-P012;71.1;2023-11-20 15:16:34.403
BI-RUI-010;56.429;2023-11-20 15:17:36.21
BI-RUI-P014;71.0;2023-11-20 15:18:06.87
BI-RUI-BR2;60.496;2023-11-20 15:18:32.34
BI-RUI-BR8;65.20;2023-11-20 15:18:42.39
BI-RUI-P002;57.5;2023-11-20 15:18:43.467
BI-RUI-C008;58.645;2023-11-20 15:20:14.31
BI-RUI-011;57.766;2023-11-20 15:20:25.373
BI-RUI-020;68.30;2023-11-20 15:20:36.53
BI-RUI-P005;70.5;2023-11-20 15:21:03.66
BI-RUI-BR5;61.071;2023-11-20 15:21:34.1
BI-RUI-008;61.337;2023-11-20 15:21:45.993
BI-RUI-BR11;63.919;2023-11-20 15:22:11.247
BI-RUI-BR6;67.868;2023-11-20 15:22:39.767
BI-RUI-021;57.50;2023-11-20 15:22:46.86
BI-RUI-C005;56.80;2023-11-20 15:23:17.257
BI-RUI-P010;92.5;2023-11-20 15:23:54.29
BI-RUI-023;65.531;2023-11-20 15:24:02.463
BI-RUI-P011;66.0;2023-11-20 15:24:54.83
BI-RUI-P009;77.1;2023-11-20 15:26:37.737
BI-RUI-BR7;59.081;2023-11-20 15:27:08.913
BI-RUI-P008;74.0;2023-11-20 15:27:20.663
BI-RUI-C006;68.348;2023-11-20 15:28:03.2
BI-RUI-C002;68.928;2023-11-20 15:28:29.563
BI-RUI-022;61.910;2023-11-20 15:28:50.85
BI-RUI-015;56.807;2023-11-20 15:29:57.7
BI-RUI-004;65.437;2023-11-20 15:30:11.97
BI-RUI-006;53.689;2023-11-20 15:30:16.58
BI-RUI-019;69.986;2023-11-20 15:30:31.737
BI-RUI-009;66.525;2023-11-20 15:30:42.067
BI-RUI-001;65.624;2023-11-20 15:30:50.973
BI-RUI-P012;71.4;2023-11-20 15:31:34.45
BI-RUI-010;57.930;2023-11-20 15:32:42.753
BI-RUI-P014;69.7;2023-11-20 15:33:07.133
BI-RUI-BR2;60.873;2023-11-20 15:33:33.887
BI-RUI-BR8;61.90;2023-11-20 15:34:08.08
BI-RUI-P013;70.4;2023-11-20 15:34:08.547
BI-RUI-C008;62.289;2023-11-20 15:35:15.963
BI-RUI-011;61.049;2023-11-20 15:35:28.573
BI-RUI-020;68.30;2023-11-20 15:35:45.577
BI-RUI-P005;69.8;2023-11-20 15:36:03.97
BI-RUI-BR5;61.900;2023-11-20 15:36:45.413
BI-RUI-008;54.549;2023-11-20 15:36:57.727
BI-RUI-BR11;64.407;2023-11-20 15:37:01.383
BI-RUI-BR6;66.504;2023-11-20 15:37:44.577
BI-RUI-021;57.90;2023-11-20 15:38:03.347
BI-RUI-C005;49.40;2023-11-20 15:38:33.693
BI-RUI-023;61.420;2023-11-20 15:38:35.913
BI-RUI-P010;96.8;2023-11-20 15:38:54.383
BI-RUI-P011;65.3;2023-11-20 15:39:55.237
BI-RUI-P009;76.9;2023-11-20 15:41:38.127
BI-RUI-BR7;58.846;2023-11-20 15:42:05.317
BI-RUI-P008;73.5;2023-11-20 15:42:21.193
BI-RUI-P006;77.0;2023-11-20 15:43:00.12
BI-RUI-C006;70.254;2023-11-20 15:43:08.42
BI-RUI-022;61.504;2023-11-20 15:43:41.783
BI-RUI-015;59.197;2023-11-20 15:45:07.607
BI-RUI-004;65.275;2023-11-20 15:45:20.093
BI-RUI-006;52.697;2023-11-20 15:45:22.547
BI-RUI-019;69.148;2023-11-20 15:45:28.14
BI-RUI-009;75.845;2023-11-20 15:45:39.737
BI-RUI-001;61.626;2023-11-20 15:45:50.737
BI-RUI-P012;71.4;2023-11-20 15:46:34.527
BI-RUI-010;62.537;2023-11-20 15:47:40.237
BI-RUI-P014;73.1;2023-11-20 15:48:07.35
BI-RUI-BR2;60.320;2023-11-20 15:48:33.557
BI-RUI-P002;57.8;2023-11-20 15:48:44.277
BI-RUI-P013;70.3;2023-11-20 15:49:08.593
BI-RUI-BR8;62.20;2023-11-20 15:49:33.643
BI-RUI-C008;61.748;2023-11-20 15:50:16.133
BI-RUI-011;62.177;2023-11-20 15:50:28.4
BI-RUI-020;73.00;2023-11-20 15:51:01.093
BI-RUI-P005;75.9;2023-11-20 15:51:04.063
BI-RUI-BR5;66.164;2023-11-20 15:51:42.927
BI-RUI-008;53.805;2023-11-20 15:51:46.787
BI-RUI-BR11;63.534;2023-11-20 15:52:04.617
BI-RUI-BR6;65.767;2023-11-20 15:52:36.23
BI-RUI-021;65.60;2023-11-20 15:53:18.627
BI-RUI-P010;88.2;2023-11-20 15:53:54.837
BI-RUI-023;64.311;2023-11-20 15:53:57.65
BI-RUI-C005;52.40;2023-11-20 15:53:59.32
BI-RUI-P009;73.6;2023-11-20 15:56:38.56
BI-RUI-BR7;59.347;2023-11-20 15:56:56.94
BI-RUI-P008;73.9;2023-11-20 15:57:21.24
BI-RUI-P006;75.5;2023-11-20 15:58:00.493
BI-RUI-C006;74.260;2023-11-20 15:58:02.493
BI-RUI-C002;61.967;2023-11-20 15:58:15.043
BI-RUI-022;62.685;2023-11-20 15:58:38.86
BI-RUI-015;57.872;2023-11-20 15:59:48.023
BI-RUI-004;64.828;2023-11-20 16:00:15.45
BI-RUI-006;55.173;2023-11-20 16:00:15.95
BI-RUI-019;69.531;2023-11-20 16:00:22.45
BI-RUI-001;61.589;2023-11-20 16:00:44.533
BI-RUI-009;70.790;2023-11-20 16:00:48.893
BI-RUI-P012;71.3;2023-11-20 16:01:34.633
BI-RUI-010;60.304;2023-11-20 16:02:49.597
BI-RUI-P014;69.9;2023-11-20 16:03:07.613
BI-RUI-BR2;59.631;2023-11-20 16:03:43.213
BI-RUI-P002;58.7;2023-11-20 16:03:44.62
BI-RUI-P013;69.1;2023-11-20 16:04:08.873
BI-RUI-BR8;62.70;2023-11-20 16:04:49.83
BI-RUI-C008;63.791;2023-11-20 16:05:23.087
BI-RUI-011;62.458;2023-11-20 16:05:28.54
BI-RUI-020;67.00;2023-11-20 16:06:16.453
BI-RUI-008;57.782;2023-11-20 16:06:54.27
BI-RUI-BR5;64.526;2023-11-20 16:06:56.223
BI-RUI-BR11;63.867;2023-11-20 16:07:19.35
BI-RUI-BR6;64.036;2023-11-20 16:07:39.683
BI-RUI-021;59.00;2023-11-20 16:08:25.97
BI-RUI-023;60.756;2023-11-20 16:08:54.537
BI-RUI-P010;84.1;2023-11-20 16:08:55.427
BI-RUI-C005;58.20;2023-11-20 16:09:15.383
BI-RUI-P011;67.8;2023-11-20 16:09:55.843
BI-RUI-P009;71.1;2023-11-20 16:11:39.2
BI-RUI-BR7;59.628;2023-11-20 16:12:07.047
BI-RUI-P008;73.2;2023-11-20 16:12:21.627
BI-RUI-P006;76.5;2023-11-20 16:13:00.71
BI-RUI-C006;68.100;2023-11-20 16:13:06.133
BI-RUI-C002;60.272;2023-11-20 16:13:24.933
BI-RUI-022;62.031;2023-11-20 16:13:42.81
BI-RUI-015;58.017;2023-11-20 16:15:01.103
BI-RUI-004;65.207;2023-11-20 16:15:05.573
BI-RUI-006;53.710;2023-11-20 16:15:16.213
BI-RUI-019;69.565;2023-11-20 16:15:28.45
BI-RUI-009;68.286;2023-11-20 16:15:39.7
BI-RUI-001;61.783;2023-11-20 16:15:50.937
BI-RUI-P012;71.8;2023-11-20 16:16:34.787
BI-RUI-010;62.315;2023-11-20 16:17:39.983
BI-RUI-P014;70.4;2023-11-20 16:18:07.863
BI-RUI-BR2;69.165;2023-11-20 16:18:35.633
BI-RUI-P002;61.5;2023-11-20 16:18:44.727
BI-RUI-BR8;61.70;2023-11-20 16:20:15.21
BI-RUI-C008;62.861;2023-11-20 16:20:25.537
BI-RUI-011;67.749;2023-11-20 16:20:35.29
BI-RUI-P005;69.8;2023-11-20 16:21:04.903
BI-RUI-020;67.80;2023-11-20 16:21:32.47
BI-RUI-BR5;65.084;2023-11-20 16:21:46.423
BI-RUI-008;59.229;2023-11-20 16:21:51.643
BI-RUI-BR11;63.562;2023-11-20 16:21:59.833
BI-RUI-BR6;67.160;2023-11-20 16:22:36.54
BI-RUI-021;59.20;2023-11-20 16:23:32.267
BI-RUI-023;60.747;2023-11-20 16:23:46.067
BI-RUI-P010;87.5;2023-11-20 16:23:55.74
BI-RUI-C005;55.20;2023-11-20 16:24:31.62
BI-RUI-P011;65.8;2023-11-20 16:24:56.043
BI-RUI-P009;72.6;2023-11-20 16:26:39.34
BI-RUI-BR7;59.305;2023-11-20 16:26:56.45
BI-RUI-P008;73.5;2023-11-20 16:27:21.923
BI-RUI-C006;69.578;2023-11-20 16:28:06.867
BI-RUI-C002;61.077;2023-11-20 16:28:29.277
BI-RUI-022;63.012;2023-11-20 16:28:48.06
BI-RUI-015;60.317;2023-11-20 16:30:00.257
BI-RUI-004;65.007;2023-11-20 16:30:09.603
BI-RUI-006;67.720;2023-11-20 16:30:13.32
BI-RUI-019;71.949;2023-11-20 16:30:27.59
BI-RUI-009;65.995;2023-11-20 16:30:40.077
BI-RUI-001;61.333;2023-11-20 16:30:51.42
BI-RUI-P012;71.3;2023-11-20 16:31:34.863
BI-RUI-010;60.943;2023-11-20 16:32:41.077
BI-RUI-P014;69.5;2023-11-20 16:33:08.237
BI-RUI-BR2;67.597;2023-11-20 16:33:36.66
BI-RUI-P013;69.4;2023-11-20 16:34:09.4
BI-RUI-C008;63.740;2023-11-20 16:35:19.537
BI-RUI-011;63.149;2023-11-20 16:35:35.397
BI-RUI-BR8;63.40;2023-11-20 16:35:41.24
BI-RUI-P005;69.7;2023-11-20 16:36:04.963
BI-RUI-BR5;67.077;2023-11-20 16:36:46.83
BI-RUI-008;54.509;2023-11-20 16:36:47.047
BI-RUI-020;68.60;2023-11-20 16:36:47.483
BI-RUI-BR11;63.886;2023-11-20 16:37:09.847
BI-RUI-BR6;65.546;2023-11-20 16:37:39.867
BI-RUI-023;61.149;2023-11-20 16:38:45.877
BI-RUI-021;60.80;2023-11-20 16:38:48.033
BI-RUI-P010;78.0;2023-11-20 16:38:56.127
BI-RUI-C005;60.00;2023-11-20 16:39:52.557
BI-RUI-P011;65.8;2023-11-20 16:39:56.307
BI-RUI-P009;71.4;2023-11-20 16:41:39.667
BI-RUI-BR7;60.434;2023-11-20 16:42:04.31
BI-RUI-P008;73.4;2023-11-20 16:42:22.17
BI-RUI-P006;76.0;2023-11-20 16:43:01.003
BI-RUI-C006;68.833;2023-11-20 16:43:09.367
BI-RUI-C002;60.517;2023-11-20 16:43:25.587
BI-RUI-022;64.466;2023-11-20 16:43:43.2
BI-RUI-015;63.605;2023-11-20 16:44:58.287
BI-RUI-006;55.355;2023-11-20 16:45:13.147
BI-RUI-004;66.149;2023-11-20 16:45:15.273
BI-RUI-019;68.632;2023-11-20 16:45:32.43
BI-RUI-009;71.913;2023-11-20 16:45:45.403
BI-RUI-001;64.880;2023-11-20 16:45:52.81
BI-RUI-P012;73.0;2023-11-20 16:46:34.957
BI-RUI-010;61.506;2023-11-20 16:47:40.62
BI-RUI-P014;69.2;2023-11-20 16:48:08.453
BI-RUI-BR2;60.067;2023-11-20 16:48:32.973
BI-RUI-P002;63.4;2023-11-20 16:48:45.77
BI-RUI-P013;70.0;2023-11-20 16:49:09.837
BI-RUI-C008;61.552;2023-11-20 16:50:20.237
BI-RUI-011;69.474;2023-11-20 16:50:28.973
BI-RUI-P005;69.7;2023-11-20 16:51:05.493
BI-RUI-BR8;62.70;2023-11-20 16:51:06.963
BI-RUI-008;63.638;2023-11-20 16:51:45.217
BI-RUI-BR5;65.729;2023-11-20 16:51:46.75
BI-RUI-020;66.80;2023-11-20 16:51:53.407
BI-RUI-BR11;65.264;2023-11-20 16:52:01.987
BI-RUI-BR6;65.263;2023-11-20 16:52:39.74
BI-RUI-023;60.004;2023-11-20 16:53:47.657
BI-RUI-P010;69.1;2023-11-20 16:53:56.5
BI-RUI-021;58.60;2023-11-20 16:53:57.377
BI-RUI-C005;54.50;2023-11-20 16:55:12.45
BI-RUI-P009;70.3;2023-11-20 16:56:39.82
BI-RUI-BR7;59.413;2023-11-20 16:56:58.62
BI-RUI-P008;73.4;2023-11-20 16:57:22.747
BI-RUI-P006;76.1;2023-11-20 16:58:01.207
BI-RUI-C006;68.338;2023-11-20 16:58:03.05
BI-RUI-C002;60.810;2023-11-20 16:58:23.32
BI-RUI-022;69.692;2023-11-20 16:58:38.353
BI-RUI-015;58.675;2023-11-20 16:59:58.783
BI-RUI-006;56.890;2023-11-20 17:00:16.82
BI-RUI-004;66.717;2023-11-20 17:00:20.507
BI-RUI-019;69.467;2023-11-20 17:00:28.07
BI-RUI-001;66.159;2023-11-20 17:00:45.057
BI-RUI-009;65.679;2023-11-20 17:00:56.87
BI-RUI-P012;72.3;2023-11-20 17:01:34.987
BI-RUI-010;63.477;2023-11-20 17:02:40.59
BI-RUI-P014;69.6;2023-11-20 17:03:08.56
BI-RUI-BR2;59.432;2023-11-20 17:03:36.11
BI-RUI-P002;66.0;2023-11-20 17:03:46.16
BI-RUI-P013;69.3;2023-11-20 17:04:10.38
BI-RUI-C008;60.445;2023-11-20 17:05:18.843
BI-RUI-011;62.944;2023-11-20 17:05:35.567
BI-RUI-BR5;67.267;2023-11-20 17:06:29.277
BI-RUI-BR8;63.60;2023-11-20 17:06:32.76
BI-RUI-008;63.870;2023-11-20 17:06:49.247
BI-RUI-BR11;65.728;2023-11-20 17:07:03.157
BI-RUI-020;67.10;2023-11-20 17:07:03.25
BI-RUI-BR6;64.292;2023-11-20 17:07:38.973
BI-RUI-023;58.795;2023-11-20 17:08:53.703
BI-RUI-P010;69.1;2023-11-20 17:08:56.797
BI-RUI-021;59.30;2023-11-20 17:09:06.907
BI-RUI-P011;65.6;2023-11-20 17:09:57.133
BI-RUI-C005;57.60;2023-11-20 17:10:37.48
BI-RUI-P009;69.6;2023-11-20 17:11:40.35
BI-RUI-BR7;59.406;2023-11-20 17:12:07.087
BI-RUI-P008;72.8;2023-11-20 17:12:22.92
BI-RUI-C006;68.768;2023-11-20 17:12:59.97
BI-RUI-P006;75.5;2023-11-20 17:13:01.597
BI-RUI-C002;59.141;2023-11-20 17:13:29.35
BI-RUI-022;63.826;2023-11-20 17:13:48.837
BI-RUI-015;57.176;2023-11-20 17:14:48.737
BI-RUI-004;67.663;2023-11-20 17:15:15.927
BI-RUI-006;53.184;2023-11-20 17:15:23.02
BI-RUI-019;69.098;2023-11-20 17:15:24.677
BI-RUI-009;62.567;2023-11-20 17:15:40.303
BI-RUI-001;66.245;2023-11-20 17:15:42.18
BI-RUI-P012;72.8;2023-11-20 17:16:35.0
BI-RUI-010;64.250;2023-11-20 17:17:40.337
BI-RUI-P014;69.3;2023-11-20 17:18:08.683
BI-RUI-BR2;60.378;2023-11-20 17:18:39.313
BI-RUI-P002;61.7;2023-11-20 17:18:46.423
BI-RUI-C008;61.749;2023-11-20 17:20:19.64
BI-RUI-011;60.985;2023-11-20 17:20:35.783
BI-RUI-P005;77.6;2023-11-20 17:21:05.82
BI-RUI-BR5;66.633;2023-11-20 17:21:56.683
BI-RUI-BR8;61.60;2023-11-20 17:21:58.263
BI-RUI-008;56.289;2023-11-20 17:21:58.56
BI-RUI-BR11;63.915;2023-11-20 17:22:14.373
BI-RUI-020;68.40;2023-11-20 17:22:18.983
BI-RUI-BR6;62.882;2023-11-20 17:22:45.363
BI-RUI-023;61.196;2023-11-20 17:23:42.027
BI-RUI-P010;68.8;2023-11-20 17:23:57.107
BI-RUI-021;57.80;2023-11-20 17:24:16.937
BI-RUI-P011;65.2;2023-11-20 17:24:57.537
BI-RUI-C005;55.10;2023-11-20 17:26:03.077
BI-RUI-P009;70.4;2023-11-20 17:26:40.583
BI-RUI-BR7;59.389;2023-11-20 17:27:08.853
BI-RUI-P008;73.4;2023-11-20 17:27:22.947
BI-RUI-C006;69.332;2023-11-20 17:28:08.907
BI-RUI-C002;60.103;2023-11-20 17:28:34.41
BI-RUI-022;63.601;2023-11-20 17:28:41.897
BI-RUI-015;58.255;2023-11-20 17:30:02.19
BI-RUI-006;57.376;2023-11-20 17:30:13.283
BI-RUI-004;64.625;2023-11-20 17:30:20.863
BI-RUI-019;68.935;2023-11-20 17:30:25.847
BI-RUI-001;63.544;2023-11-20 17:30:43.287
BI-RUI-009;61.714;2023-11-20 17:30:57.65
BI-RUI-P012;71.3;2023-11-20 17:31:35.06
BI-RUI-010;61.967;2023-11-20 17:32:40.85
BI-RUI-P014;68.3;2023-11-20 17:33:09.01
BI-RUI-BR2;61.226;2023-11-20 17:33:37.39
BI-RUI-P013;69.5;2023-11-20 17:34:10.753
BI-RUI-C008;58.736;2023-11-20 17:35:05.277
BI-RUI-011;59.276;2023-11-20 17:35:25.717
BI-RUI-P005;69.4;2023-11-20 17:36:05.957
BI-RUI-BR5;66.127;2023-11-20 17:36:47.307
BI-RUI-008;57.832;2023-11-20 17:37:03.213
BI-RUI-BR11;64.724;2023-11-20 17:37:10.03
BI-RUI-BR8;66.60;2023-11-20 17:37:23.92
BI-RUI-020;66.50;2023-11-20 17:37:34.813
BI-RUI-BR6;66.267;2023-11-20 17:37:37.283
BI-RUI-023;60.061;2023-11-20 17:38:50.2
BI-RUI-P010;69.3;2023-11-20 17:38:57.527
BI-RUI-021;58.20;2023-11-20 17:39:33.033
BI-RUI-P011;64.1;2023-11-20 17:39:57.91
BI-RUI-C005;55.60;2023-11-20 17:41:23.267
BI-RUI-P009;71.4;2023-11-20 17:41:40.91
BI-RUI-BR7;59.857;2023-11-20 17:42:00.85
BI-RUI-P008;73.4;2023-11-20 17:42:23.197
BI-RUI-C006;68.138;2023-11-20 17:42:54.81
BI-RUI-P006;76.6;2023-11-20 17:43:01.7
BI-RUI-C002;61.041;2023-11-20 17:43:24.597
BI-RUI-022;66.101;2023-11-20 17:43:41.753
BI-RUI-015;58.338;2023-11-20 17:44:58.577
BI-RUI-004;63.552;2023-11-20 17:45:07.58
BI-RUI-019;68.770;2023-11-20 17:45:26.47
BI-RUI-006;55.841;2023-11-20 17:45:35.037
BI-RUI-001;62.806;2023-11-20 17:45:44.973
BI-RUI-009;61.107;2023-11-20 17:45:47.553
BI-RUI-P012;71.1;2023-11-20 17:46:35.12
BI-RUI-010;60.764;2023-11-20 17:47:36.677
BI-RUI-P014;69.7;2023-11-20 17:48:09.337
BI-RUI-BR2;60.192;2023-11-20 17:48:43.45
BI-RUI-P002;59.8;2023-11-20 17:48:47.547
BI-RUI-P013;69.3;2023-11-20 17:49:11.033
BI-RUI-C008;58.632;2023-11-20 17:50:16.793
BI-RUI-011;62.052;2023-11-20 17:50:26.09
BI-RUI-P005;69.6;2023-11-20 17:51:06.22
BI-RUI-BR5;66.815;2023-11-20 17:51:50.367
BI-RUI-008;55.841;2023-11-20 17:51:55.963
BI-RUI-BR11;58.893;2023-11-20 17:52:20.28
BI-RUI-BR6;65.386;2023-11-20 17:52:45.64
BI-RUI-BR8;62.10;2023-11-20 17:52:49.487
BI-RUI-020;66.00;2023-11-20 17:52:50.19
BI-RUI-023;60.466;2023-11-20 17:53:39.757
BI-RUI-P010;69.0;2023-11-20 17:53:58.057
BI-RUI-021;58.60;2023-11-20 17:54:50.767
BI-RUI-P009;69.8;2023-11-20 17:56:41.237
BI-RUI-C005;56.90;2023-11-20 17:56:49.58
BI-RUI-BR7;59.197;2023-11-20 17:57:05.1
BI-RUI-P008;73.4;2023-11-20 17:57:23.32
BI-RUI-C006;68.392;2023-11-20 17:58:00.06
BI-RUI-P006;76.3;2023-11-20 17:58:02.31
BI-RUI-C002;60.702;2023-11-20 17:58:35.987
BI-RUI-022;62.691;2023-11-20 17:58:41.957
BI-RUI-015;56.784;2023-11-20 17:59:50.747
BI-RUI-004;65.693;2023-11-20 18:00:06.107
BI-RUI-006;58.992;2023-11-20 18:00:13.64
BI-RUI-001;61.374;2023-11-20 18:00:45.05
BI-RUI-009;64.738;2023-11-20 18:00:46.143
BI-RUI-019;68.002;2023-11-20 18:00:47.817
BI-RUI-P012;70.6;2023-11-20 18:01:35.183
BI-RUI-010;61.428;2023-11-20 18:02:38.113
BI-RUI-P014;72.6;2023-11-20 18:03:09.633
BI-RUI-BR2;72.259;2023-11-20 18:03:32.9
BI-RUI-P002;60.0;2023-11-20 18:03:47.873
BI-RUI-P013;69.2;2023-11-20 18:04:11.47
BI-RUI-C008;58.778;2023-11-20 18:05:20.493
BI-RUI-011;60.655;2023-11-20 18:05:32.543
BI-RUI-BR5;67.518;2023-11-20 18:06:47.77
BI-RUI-008;56.923;2023-11-20 18:06:52.49
BI-RUI-BR11;58.906;2023-11-20 18:07:03.663
BI-RUI-BR6;62.421;2023-11-20 18:07:55.42
BI-RUI-020;66.80;2023-11-20 18:08:05.3
BI-RUI-BR8;60.70;2023-11-20 18:08:14.877
BI-RUI-023;59.716;2023-11-20 18:08:45.29
BI-RUI-P010;69.7;2023-11-20 18:08:58.633
BI-RUI-P011;66.4;2023-11-20 18:09:58.453
BI-RUI-021;95.70;2023-11-20 18:10:07.27
BI-RUI-P009;69.9;2023-11-20 18:11:41.437
BI-RUI-BR7;58.987;2023-11-20 18:12:00.707
BI-RUI-C005;59.10;2023-11-20 18:12:09.393
BI-RUI-P008;73.7;2023-11-20 18:12:23.507
BI-RUI-C006;70.357;2023-11-20 18:12:54.713
BI-RUI-P006;75.8;2023-11-20 18:13:02.433
BI-RUI-C002;59.746;2023-11-20 18:13:21.373
BI-RUI-022;63.375;2023-11-20 18:13:38.813
BI-RUI-015;59.571;2023-11-20 18:14:51.43
BI-RUI-006;58.865;2023-11-20 18:15:10.747
BI-RUI-004;64.979;2023-11-20 18:15:13.293
BI-RUI-019;68.901;2023-11-20 18:15:33.703
BI-RUI-009;65.501;2023-11-20 18:15:37.44
BI-RUI-001;63.679;2023-11-20 18:15:46.207
BI-RUI-P012;71.0;2023-11-20 18:16:35.21
BI-RUI-010;60.776;2023-11-20 18:17:40.347
BI-RUI-P014;70.4;2023-11-20 18:18:09.913
BI-RUI-BR2;60.151;2023-11-20 18:18:42.667
BI-RUI-P002;61.4;2023-11-20 18:18:48.23
BI-RUI-C008;60.568;2023-11-20 18:20:06.257
BI-RUI-011;61.612;2023-11-20 18:20:36.167
BI-RUI-P005;73.1;2023-11-20 18:21:06.827
BI-RUI-BR5;67.060;2023-11-20 18:21:45.49
BI-RUI-008;58.362;2023-11-20 18:21:55.787
BI-RUI-BR11;60.507;2023-11-20 18:22:14.837
BI-RUI-BR6;64.939;2023-11-20 18:22:49.543
BI-RUI-020;65.20;2023-11-20 18:23:11.203
BI-RUI-BR8;65.10;2023-11-20 18:23:40.38
BI-RUI-023;62.445;2023-11-20 18:23:50.38
BI-RUI-P010;69.9;2023-11-20 18:23:58.85
BI-RUI-P011;66.7;2023-11-20 18:24:58.78
BI-RUI-021;57.40;2023-11-20 18:25:16.627
BI-RUI-P009;71.2;2023-11-20 18:26:41.95
BI-RUI-BR7;59.203;2023-11-20 18:26:56.593
BI-RUI-P008;74.5;2023-11-20 18:27:24.13
BI-RUI-C005;62.30;2023-11-20 18:27:35.113
BI-RUI-C006;69.462;2023-11-20 18:27:53.18
BI-RUI-C002;61.185;2023-11-20 18:28:22.857
BI-RUI-022;66.698;2023-11-20 18:28:42.203
BI-RUI-015;60.041;2023-11-20 18:30:09.62
BI-RUI-004;64.448;2023-11-20 18:30:16.42
BI-RUI-006;60.227;2023-11-20 18:30:16.903
BI-RUI-019;68.965;2023-11-20 18:30:25.06
BI-RUI-009;65.846;2023-11-20 18:30:39.937
BI-RUI-001;61.341;2023-11-20 18:30:40.483
BI-RUI-P012;71.7;2023-11-20 18:31:35.303
BI-RUI-010;63.156;2023-11-20 18:32:41.72
BI-RUI-P014;75.0;2023-11-20 18:33:10.16
BI-RUI-BR2;60.502;2023-11-20 18:33:37.023
BI-RUI-P013;70.5;2023-11-20 18:34:11.98
BI-RUI-C008;62.409;2023-11-20 18:35:20.21
BI-RUI-011;65.955;2023-11-20 18:35:29.57
BI-RUI-P005;71.5;2023-11-20 18:36:06.827
BI-RUI-BR5;67.546;2023-11-20 18:36:50.223
BI-RUI-008;57.658;2023-11-20 18:36:53.223
BI-RUI-BR11;61.885;2023-11-20 18:37:04.053
BI-RUI-BR6;66.685;2023-11-20 18:37:40.743
BI-RUI-020;68.00;2023-11-20 18:38:17.92
BI-RUI-023;66.297;2023-11-20 18:38:44.16
BI-RUI-BR8;65.80;2023-11-20 18:38:56.66
BI-RUI-P010;70.9;2023-11-20 18:38:59.46
BI-RUI-P011;67.5;2023-11-20 18:39:58.92
BI-RUI-021;60.30;2023-11-20 18:40:44.49
BI-RUI-P009;71.3;2023-11-20 18:41:42.09
BI-RUI-BR7;59.788;2023-11-20 18:41:59.577
BI-RUI-P008;76.9;2023-11-20 18:42:24.517
BI-RUI-C006;69.356;2023-11-20 18:42:49.473
BI-RUI-C005;62.70;2023-11-20 18:43:00.303
BI-RUI-P006;75.1;2023-11-20 18:43:03.21
BI-RUI-C002;63.382;2023-11-20 18:43:11.4
BI-RUI-022;63.683;2023-11-20 18:43:48.64
BI-RUI-015;60.174;2023-11-20 18:44:59.32
BI-RUI-004;64.684;2023-11-20 18:45:06.587
BI-RUI-019;67.352;2023-11-20 18:45:24.23
BI-RUI-001;61.949;2023-11-20 18:45:30.92
BI-RUI-006;61.985;2023-11-20 18:45:31.683
BI-RUI-009;63.692;2023-11-20 18:45:41.2
BI-RUI-P012;72.2;2023-11-20 18:46:35.693
BI-RUI-010;63.635;2023-11-20 18:47:37.233
BI-RUI-P014;71.7;2023-11-20 18:48:10.393
BI-RUI-BR2;65.552;2023-11-20 18:48:36.96
BI-RUI-P002;59.2;2023-11-20 18:48:48.68
BI-RUI-P013;73.0;2023-11-20 18:49:12.01
BI-RUI-C008;62.065;2023-11-20 18:50:13.613
BI-RUI-011;62.225;2023-11-20 18:50:26.507
BI-RUI-P005;74.8;2023-11-20 18:51:06.84
BI-RUI-008;64.413;2023-11-20 18:51:45.783
BI-RUI-BR5;67.481;2023-11-20 18:51:50.673
BI-RUI-BR11;63.259;2023-11-20 18:52:13.1
BI-RUI-BR6;64.655;2023-11-20 18:52:40.837
BI-RUI-020;67.40;2023-11-20 18:53:33.593
BI-RUI-023;63.199;2023-11-20 18:53:40.94
BI-RUI-P010;73.8;2023-11-20 18:53:59.677
BI-RUI-BR8;62.30;2023-11-20 18:54:16.083
BI-RUI-021;59.10;2023-11-20 18:56:01.863
BI-RUI-P009;72.8;2023-11-20 18:56:42.243
BI-RUI-BR7;59.363;2023-11-20 18:57:02.577
BI-RUI-P008;74.1;2023-11-20 18:57:24.75
BI-RUI-C006;69.035;2023-11-20 18:58:00.66
BI-RUI-P006;75.9;2023-11-20 18:58:03.287
BI-RUI-C002;61.256;2023-11-20 18:58:21.32
BI-RUI-C005;60.40;2023-11-20 18:58:26.43
BI-RUI-022;63.090;2023-11-20 18:58:48.67
BI-RUI-015;65.666;2023-11-20 19:00:02.523
BI-RUI-004;65.193;2023-11-20 19:00:06.383
BI-RUI-006;63.584;2023-11-20 19:00:17.32
BI-RUI-019;69.919;2023-11-20 19:00:25.463
BI-RUI-009;63.103;2023-11-20 19:00:39.933
BI-RUI-001;62.966;2023-11-20 19:00:44.637
BI-RUI-P012;72.4;2023-11-20 19:01:36.253
BI-RUI-010;63.779;2023-11-20 19:02:41.653
