id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
425;2021-10-17T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.6;60.1;66.8;63.9;60.3;2021-10-16
426;2021-10-18T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.3;59.2;62.7;58.6;55.5;2021-10-17
428;2021-10-20T00:00:34+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.7;62.3;63.4;61.2;54.0;2021-10-19
435;2021-10-27T00:00:53+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.8;62.4;63.2;60.9;53.6;2021-10-26
503;2021-10-31T00:00:06+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.4;62.5;67.9;65.0;61.1;2021-10-30
709;2021-11-14T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.1;62.5;66.9;65.4;59.5;2021-11-13
711;2021-11-16T00:00:06+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.3;62.1;62.3;58.7;52.3;2021-11-15
716;2021-11-21T00:01:20+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.9;62.7;66.3;63.8;58.9;2021-11-20
718;2021-11-23T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.1;62.5;63.8;63.5;53.5;2021-11-22
719;2021-11-24T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.2;62.8;64.3;59.7;56.1;2021-11-23
756;2021-11-29T00:00:40+00:00;/sonometros;NoiseLevelObserved;T248679-daily;57.5;57.9;63.1;57.0;56.7;2021-11-28
757;2021-11-30T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.9;61.6;62.1;58.6;52.5;2021-11-29
764;2021-12-07T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.1;58.8;62.8;60.3;55.5;2021-12-06
769;2021-12-12T00:00:02+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.9;61.1;66.1;63.5;59.2;2021-12-11
805;2021-12-16T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.2;64.1;64.0;60.6;53.2;2021-12-15
806;2021-12-17T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.3;64.0;64.7;61.4;55.2;2021-12-16
807;2021-12-18T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.0;63.4;65.0;62.8;56.1;2021-12-17
810;2021-12-21T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.9;62.4;63.9;61.1;55.2;2021-12-20
816;2021-12-27T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.0;58.3;63.7;58.6;57.2;2021-12-26
819;2021-12-30T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.4;61.6;63.8;62.6;55.2;2021-12-29
822;2022-01-07T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.0;59.4;63.7;62.6;56.1;2022-01-06
824;2022-01-09T00:00:16+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.3;59.7;64.4;61.9;57.4;2022-01-08
825;2022-01-10T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248679-daily;57.2;58.2;61.6;57.5;54.4;2022-01-09
878;2022-01-31T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.4;59.1;63.6;58.5;56.9;2022-01-30
879;2022-02-01T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.5;61.2;61.8;58.4;52.2;2022-01-31
882;2022-02-04T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.3;64.0;64.3;62.0;53.8;2022-02-03
890;2022-02-12T00:00:11+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.7;63.9;66.5;64.1;58.4;2022-02-11
891;2022-02-13T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.6;62.7;67.1;67.4;59.0;2022-02-12
898;2022-02-20T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.6;61.9;68.3;67.8;61.1;2022-02-19
909;2022-03-03T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.6;62.9;65.0;62.7;56.7;2022-03-02
