id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
251;2021-08-25T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248671-daily;60.6;61.8;64.9;60.4;57.6;2021-08-24
252;2021-08-26T00:00:45+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.0;61.9;65.7;60.5;58.8;2021-08-25
258;2021-09-01T00:00:36+00:00;/sonometros;NoiseLevelObserved;T248671-daily;64.0;63.9;68.0;70.1;58.2;2021-08-31
262;2021-09-05T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248671-daily;80.2;74.2;88.4;86.0;82.3;2021-09-04
305;2021-09-16T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.3;64.0;64.7;62.0;55.1;2021-09-15
308;2021-09-19T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.2;61.0;66.7;65.3;59.6;2021-09-18
343;2021-09-22T00:00:04+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.3;65.3;65.1;59.7;54.9;2021-09-21
346;2021-09-25T00:00:11+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.1;64.3;66.6;65.0;58.2;2021-09-24
347;2021-09-26T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.0;62.4;66.7;65.1;59.3;2021-09-25
349;2021-09-28T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.6;63.1;64.5;62.0;55.6;2021-09-27
383;2021-09-30T00:00:25+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.0;63.6;64.9;61.6;56.1;2021-09-29
386;2021-10-03T00:01:33+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.6;62.7;68.3;64.9;61.6;2021-10-02
389;2021-10-06T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.2;63.0;63.5;60.6;53.7;2021-10-05
430;2021-10-15T00:00:07+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.0;63.6;64.6;62.1;55.2;2021-10-14
434;2021-10-19T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.6;65.6;65.2;61.0;54.2;2021-10-18
435;2021-10-20T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.8;64.6;61.9;55.2;2021-10-19
477;2021-10-30T00:00:45+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.1;63.9;66.6;66.5;57.8;2021-10-29
544;2021-11-02T09:10:55+00:00;/sonometros;NoiseLevelObserved;T248671-daily;60.6;60.9;66.6;59.8;60.4;2021-11-01
677;2021-11-07T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.5;61.8;66.4;64.8;59.0;2021-11-06
714;2021-11-12T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.4;65.7;62.4;57.7;2021-11-11
719;2021-11-17T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.9;63.6;64.5;60.4;55.5;2021-11-16
721;2021-11-19T00:00:36+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.0;63.7;64.5;60.7;55.4;2021-11-18
723;2021-11-21T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.0;63.5;68.3;65.0;61.4;2021-11-20
725;2021-11-23T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.8;64.1;65.9;65.2;56.7;2021-11-22
765;2021-12-01T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.5;65.4;65.3;61.3;54.7;2021-11-30
768;2021-12-04T00:00:16+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.4;63.8;65.5;62.6;57.1;2021-12-03
770;2021-12-06T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248671-daily;66.0;67.8;68.9;59.8;60.7;2021-12-05
771;2021-12-07T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248671-daily;58.8;59.6;63.4;60.4;56.2;2021-12-06
810;2021-12-14T00:00:35+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.1;65.0;64.7;61.0;53.7;2021-12-13
813;2021-12-17T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.4;63.8;65.8;63.4;57.4;2021-12-16
814;2021-12-18T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248671-daily;65.1;66.7;68.2;64.5;59.7;2021-12-17
820;2021-12-24T00:00:00+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.3;64.7;67.2;62.3;59.7;2021-12-23
824;2021-12-28T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.6;64.5;64.7;60.1;55.0;2021-12-27
825;2021-12-29T00:00:13+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.9;63.6;64.8;60.0;56.3;2021-12-28
826;2021-12-30T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.9;63.5;64.7;62.1;55.7;2021-12-29
828;2022-01-06T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248671-daily;60.8;62.3;63.8;60.7;55.1;2022-01-05
829;2022-01-07T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248671-daily;58.2;59.1;62.5;59.2;55.2;2022-01-06
830;2022-01-08T00:01:35+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.3;62.6;64.4;62.5;55.7;2022-01-07
833;2022-01-11T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.9;64.6;60.6;55.4;2022-01-10
835;2022-01-13T00:00:47+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.6;63.4;63.9;61.2;54.1;2022-01-12
