TimeInstant,soilMoisture,temperature,idDevice,electricalConductivity,_id
2023-05-15T20:15:00,28.1403,21.1,urn:WaterMeter:MC0203J22010600005,0.167,759
2023-05-15T20:30:00,28.1536,20.899,urn:WaterMeter:MC0203J22010600005,0.161,760
2023-05-15T20:45:00,28.1388,20.7,urn:WaterMeter:MC0203J22010600005,0.17,761
2023-05-15T21:00:00,28.1124,20.6,urn:WaterMeter:MC0203J22010600005,0.171,762
2023-05-15T23:15:00,28.1567,19.299,urn:WaterMeter:MC0203J22010600005,0.171,771
2023-05-15T21:15:00,28.1807,20.5,urn:WaterMeter:MC0203J22010600005,0.162,763
2023-05-15T22:15:00,28.1757,19.899,urn:WaterMeter:MC0203J22010600005,0.166,767
2023-05-15T22:30:00,28.1722,19.7,urn:WaterMeter:MC0203J22010600005,0.167,768
2023-05-15T23:30:00,28.1927,19.2,urn:WaterMeter:MC0203J22010600005,0.164,772
2023-05-15T21:30:00,28.1163,20.399,urn:WaterMeter:MC0203J22010600005,0.165,764
2023-05-15T22:00:00,28.169,20.1,urn:WaterMeter:MC0203J22010600005,0.174,766
2023-05-15T23:00:00,28.1974,19.399,urn:WaterMeter:MC0203J22010600005,0.16,770
2023-05-15T21:45:00,28.1772,20.2,urn:WaterMeter:MC0203J22010600005,0.162,765
2023-05-15T22:45:00,28.1819,19.5,urn:WaterMeter:MC0203J22010600005,0.163,769
2023-05-15T23:45:00,28.1869,19.1,urn:WaterMeter:MC0203J22010600005,0.168,773
2023-05-16T00:00:00,28.19,19,urn:WaterMeter:MC0203J22010600005,0.166,774
2023-05-16T00:15:00,28.1846,18.899,urn:WaterMeter:MC0203J22010600005,0.171,775
2023-05-16T00:30:00,28.1958,18.7,urn:WaterMeter:MC0203J22010600005,0.171,776
2023-05-16T00:45:00,28.1768,18.6,urn:WaterMeter:MC0203J22010600005,0.161,777
2023-05-16T01:00:00,28.1788,18.399,urn:WaterMeter:MC0203J22010600005,0.167,778
2023-05-16T01:15:00,28.1698,18.2,urn:WaterMeter:MC0203J22010600005,0.165,779
2023-05-16T01:30:00,28.202,18.1,urn:WaterMeter:MC0203J22010600005,0.166,780
2023-05-16T01:45:00,28.1714,17.899,urn:WaterMeter:MC0203J22010600005,0.164,781
2023-05-16T02:00:00,28.2207,17.7,urn:WaterMeter:MC0203J22010600005,0.169,782
2023-05-16T02:15:00,28.1951,17.6,urn:WaterMeter:MC0203J22010600005,0.169,783
2023-05-16T02:30:00,28.1714,17.5,urn:WaterMeter:MC0203J22010600005,0.164,784
2023-05-16T02:45:00,28.1714,17.399,urn:WaterMeter:MC0203J22010600005,0.162,785
2023-05-16T03:00:00,28.2125,17.299,urn:WaterMeter:MC0203J22010600005,0.153,786
2023-05-16T03:15:00,28.2152,17.1,urn:WaterMeter:MC0203J22010600005,0.166,787
2023-05-16T03:30:00,28.2172,17,urn:WaterMeter:MC0203J22010600005,0.166,788
2023-05-16T03:45:00,28.209,16.899,urn:WaterMeter:MC0203J22010600005,0.17,789
2023-05-16T04:00:00,28.2513,16.7,urn:WaterMeter:MC0203J22010600005,0.17,790
2023-05-16T04:15:00,28.2288,16.6,urn:WaterMeter:MC0203J22010600005,0.164,791
2023-05-16T04:30:00,28.2564,16.5,urn:WaterMeter:MC0203J22010600005,0.166,792
2023-05-16T04:45:00,28.223,16.5,urn:WaterMeter:MC0203J22010600005,0.16,793
2023-05-16T05:00:00,28.2005,16.399,urn:WaterMeter:MC0203J22010600005,0.163,794
2023-05-16T05:15:00,28.1823,16.399,urn:WaterMeter:MC0203J22010600005,0.168,795
2023-05-16T05:30:00,28.1912,16.299,urn:WaterMeter:MC0203J22010600005,0.161,796
2023-05-16T05:45:00,28.2268,16.299,urn:WaterMeter:MC0203J22010600005,0.167,797
2023-05-16T06:00:00,28.2086,16.399,urn:WaterMeter:MC0203J22010600005,0.16,798
2023-05-16T06:15:00,28.1884,16.5,urn:WaterMeter:MC0203J22010600005,0.157,799
2023-05-16T06:30:00,28.2114,16.6,urn:WaterMeter:MC0203J22010600005,0.157,800
2023-05-16T06:45:00,28.2013,16.6,urn:WaterMeter:MC0203J22010600005,0.166,801
2023-05-16T07:00:00,28.1597,16.7,urn:WaterMeter:MC0203J22010600005,0.16,802
2023-05-16T07:15:00,28.1532,16.799,urn:WaterMeter:MC0203J22010600005,0.16,803
2023-05-16T07:30:00,28.1066,17.1,urn:WaterMeter:MC0203J22010600005,0.152,804
2023-05-16T07:45:00,28.0791,17.6,urn:WaterMeter:MC0203J22010600005,0.159,805
2023-05-16T08:00:00,28.0825,18.1,urn:WaterMeter:MC0203J22010600005,0.155,806
2023-05-16T08:15:00,28.0034,18.399,urn:WaterMeter:MC0203J22010600005,0.155,807
2023-05-16T08:30:00,27.96,18.899,urn:WaterMeter:MC0203J22010600005,0.15,808
2023-05-16T08:45:00,27.9669,19.5,urn:WaterMeter:MC0203J22010600005,0.15,809
2023-05-16T09:00:00,27.8599,20.2,urn:WaterMeter:MC0203J22010600005,0.148,810
2023-05-16T09:15:00,27.813,20.899,urn:WaterMeter:MC0203J22010600005,0.157,811
2023-05-16T09:30:00,27.7564,21.6,urn:WaterMeter:MC0203J22010600005,0.149,812
2023-05-16T09:45:00,27.7067,22.399,urn:WaterMeter:MC0203J22010600005,0.151,813
2023-05-16T10:00:00,27.6679,23.2,urn:WaterMeter:MC0203J22010600005,0.149,814
2023-05-16T10:15:00,27.5535,23.799,urn:WaterMeter:MC0203J22010600005,0.145,815
2023-05-16T10:30:00,27.4898,24.399,urn:WaterMeter:MC0203J22010600005,0.147,816
2023-05-16T10:45:00,27.4107,25.2,urn:WaterMeter:MC0203J22010600005,0.151,817
2023-05-16T11:00:00,27.3316,25.799,urn:WaterMeter:MC0203J22010600005,0.146,818
2023-05-16T11:15:00,27.2501,26.2,urn:WaterMeter:MC0203J22010600005,0.156,819
2023-05-16T11:30:00,27.1985,26.6,urn:WaterMeter:MC0203J22010600005,0.147,820
2023-05-16T11:45:00,27.1159,27,urn:WaterMeter:MC0203J22010600005,0.147,821
2023-05-16T12:00:00,27.0911,27.399,urn:WaterMeter:MC0203J22010600005,0.147,822
2023-05-16T12:15:00,27.0096,27.399,urn:WaterMeter:MC0203J22010600005,0.145,823
2023-05-16T12:30:00,26.9429,27.399,urn:WaterMeter:MC0203J22010600005,0.144,824
2023-05-16T12:45:00,26.8863,27.399,urn:WaterMeter:MC0203J22010600005,0.157,825
2023-05-16T13:00:00,26.7804,27.399,urn:WaterMeter:MC0203J22010600005,0.147,826
2023-05-16T13:15:00,26.7393,27.2,urn:WaterMeter:MC0203J22010600005,0.146,827
2023-05-16T13:30:00,26.7098,27,urn:WaterMeter:MC0203J22010600005,0.146,828
2023-05-16T13:45:00,26.6345,26.799,urn:WaterMeter:MC0203J22010600005,0.148,829
2023-05-16T14:00:00,26.6055,26.6,urn:WaterMeter:MC0203J22010600005,0.147,830
2023-05-16T14:15:00,26.5771,26.399,urn:WaterMeter:MC0203J22010600005,0.145,831
2023-05-16T14:30:00,26.4728,26.1,urn:WaterMeter:MC0203J22010600005,0.157,832
2023-05-16T14:45:00,26.4774,25.899,urn:WaterMeter:MC0203J22010600005,0.154,833
2023-05-16T15:00:00,26.4208,25.7,urn:WaterMeter:MC0203J22010600005,0.151,834
2023-05-16T15:15:00,26.3917,25.5,urn:WaterMeter:MC0203J22010600005,0.149,835
2023-05-16T15:30:00,26.3471,25.399,urn:WaterMeter:MC0203J22010600005,0.147,836
2023-05-16T15:45:00,26.351,25.299,urn:WaterMeter:MC0203J22010600005,0.145,837
2023-05-16T16:00:00,26.2695,25.2,urn:WaterMeter:MC0203J22010600005,0.151,838
2023-05-16T16:15:00,26.2676,25,urn:WaterMeter:MC0203J22010600005,0.149,839
2023-05-16T16:30:00,26.1745,24.799,urn:WaterMeter:MC0203J22010600005,0.144,840
2023-05-16T16:45:00,26.2199,24.6,urn:WaterMeter:MC0203J22010600005,0.146,841
2023-05-16T17:00:00,26.1788,24.399,urn:WaterMeter:MC0203J22010600005,0.143,842
2023-05-16T17:15:00,26.1361,24.299,urn:WaterMeter:MC0203J22010600005,0.149,843
2023-05-16T17:30:00,26.1113,24.1,urn:WaterMeter:MC0203J22010600005,0.149,844
2023-05-16T17:45:00,26.1279,24,urn:WaterMeter:MC0203J22010600005,0.15,845
2023-05-16T18:00:00,26.1023,23.899,urn:WaterMeter:MC0203J22010600005,0.144,846
2023-05-16T18:15:00,26.1066,23.7,urn:WaterMeter:MC0203J22010600005,0.147,847
2023-05-16T18:30:00,26.0744,23.5,urn:WaterMeter:MC0203J22010600005,0.146,848
2023-05-16T18:45:00,26.0605,23.2,urn:WaterMeter:MC0203J22010600005,0.157,849
2023-05-16T19:00:00,26.0422,22.899,urn:WaterMeter:MC0203J22010600005,0.147,850
2023-05-16T19:15:00,26.0438,22.6,urn:WaterMeter:MC0203J22010600005,0.149,851
2023-05-16T19:30:00,26.0306,22.399,urn:WaterMeter:MC0203J22010600005,0.146,852
2023-05-16T19:45:00,26.0259,22.1,urn:WaterMeter:MC0203J22010600005,0.15,853
2023-05-16T20:00:00,26.0298,21.899,urn:WaterMeter:MC0203J22010600005,0.135,854
2023-05-16T20:15:00,26.0317,21.7,urn:WaterMeter:MC0203J22010600005,0.141,855
2023-05-16T20:30:00,26.0728,21.399,urn:WaterMeter:MC0203J22010600005,0.145,856
2023-05-16T20:45:00,26.0542,21.2,urn:WaterMeter:MC0203J22010600005,0.144,857
2023-05-16T21:00:00,26.01,21,urn:WaterMeter:MC0203J22010600005,0.157,858
2023-05-16T21:15:00,26.0597,20.899,urn:WaterMeter:MC0203J22010600005,0.15,859
2023-05-16T21:30:00,26.0484,20.7,urn:WaterMeter:MC0203J22010600005,0.155,860
2023-05-16T21:45:00,26.0371,20.5,urn:WaterMeter:MC0203J22010600005,0.149,861
2023-05-16T22:00:00,26.0438,20.299,urn:WaterMeter:MC0203J22010600005,0.142,862
2023-05-16T22:15:00,26.0938,20.2,urn:WaterMeter:MC0203J22010600005,0.15,863
2023-05-16T22:30:00,26.0636,20,urn:WaterMeter:MC0203J22010600005,0.15,864
2023-05-16T22:45:00,26.0767,19.799,urn:WaterMeter:MC0203J22010600005,0.147,865
2023-05-16T23:00:00,26.067,19.7,urn:WaterMeter:MC0203J22010600005,0.147,866
2023-05-16T23:15:00,26.1202,19.5,urn:WaterMeter:MC0203J22010600005,0.152,867
2023-05-16T23:30:00,26.126,19.399,urn:WaterMeter:MC0203J22010600005,0.153,868
2023-05-16T23:45:00,26.0945,19.299,urn:WaterMeter:MC0203J22010600005,0.142,869
2023-05-17T00:00:00,26.0849,19.299,urn:WaterMeter:MC0203J22010600005,0.143,870
2023-05-17T00:15:00,26.1139,19.2,urn:WaterMeter:MC0203J22010600005,0.151,871
2023-05-17T00:30:00,26.0837,19.1,urn:WaterMeter:MC0203J22010600005,0.141,872
2023-05-17T00:45:00,26.1404,19,urn:WaterMeter:MC0203J22010600005,0.151,873
2023-05-17T01:00:00,26.0895,18.899,urn:WaterMeter:MC0203J22010600005,0.146,874
2023-05-17T01:15:00,26.1086,18.799,urn:WaterMeter:MC0203J22010600005,0.148,875
2023-05-17T01:30:00,26.1159,18.7,urn:WaterMeter:MC0203J22010600005,0.154,876
2023-05-17T01:45:00,26.1,18.6,urn:WaterMeter:MC0203J22010600005,0.149,877
2023-05-17T02:00:00,26.0876,18.5,urn:WaterMeter:MC0203J22010600005,0.143,878
2023-05-17T02:15:00,26.1206,18.399,urn:WaterMeter:MC0203J22010600005,0.142,879
2023-05-17T02:30:00,26.1042,18.299,urn:WaterMeter:MC0203J22010600005,0.149,880
2023-05-17T02:45:00,26.1147,18.1,urn:WaterMeter:MC0203J22010600005,0.146,881
2023-05-17T03:00:00,26.1186,18,urn:WaterMeter:MC0203J22010600005,0.144,882
2023-05-17T03:15:00,26.1089,18.1,urn:WaterMeter:MC0203J22010600005,0.147,883
2023-05-17T03:30:00,26.1147,18.2,urn:WaterMeter:MC0203J22010600005,0.141,884
2023-05-17T03:45:00,26.1291,18.2,urn:WaterMeter:MC0203J22010600005,0.146,885
2023-05-17T04:00:00,26.1256,18.2,urn:WaterMeter:MC0203J22010600005,0.147,886
2023-05-17T04:15:00,26.3545,18.1,urn:WaterMeter:MC0203J22010600005,0.161,887
2023-05-17T04:30:00,27.7125,18.1,urn:WaterMeter:MC0203J22010600005,0.181,888
2023-05-17T04:45:00,29.2447,18,urn:WaterMeter:MC0203J22010600005,0.19,889
2023-05-17T05:00:00,30.327,18,urn:WaterMeter:MC0203J22010600005,0.193,890
2023-05-17T05:15:00,30.875,17.899,urn:WaterMeter:MC0203J22010600005,0.202,891
2023-05-17T05:30:00,30.9635,17.799,urn:WaterMeter:MC0203J22010600005,0.194,892
2023-05-17T05:45:00,31.0101,17.7,urn:WaterMeter:MC0203J22010600005,0.199,893
2023-05-17T06:00:00,31.0891,17.7,urn:WaterMeter:MC0203J22010600005,0.196,894
2023-05-17T06:15:00,31.083,17.7,urn:WaterMeter:MC0203J22010600005,0.193,895
2023-05-17T06:30:00,31.0733,17.799,urn:WaterMeter:MC0203J22010600005,0.199,896
2023-05-17T06:45:00,31.0527,18,urn:WaterMeter:MC0203J22010600005,0.188,897
2023-05-17T07:00:00,31.0167,18.2,urn:WaterMeter:MC0203J22010600005,0.2,898
2023-05-17T07:15:00,31.0085,18.399,urn:WaterMeter:MC0203J22010600005,0.194,899
2023-05-17T07:30:00,30.9717,18.6,urn:WaterMeter:MC0203J22010600005,0.197,900
2023-05-17T07:45:00,30.9503,19.1,urn:WaterMeter:MC0203J22010600005,0.188,901
2023-05-17T08:00:00,30.9309,19.5,urn:WaterMeter:MC0203J22010600005,0.178,902
2023-05-17T08:15:00,30.8847,19.799,urn:WaterMeter:MC0203J22010600005,0.186,903
2023-05-17T08:30:00,30.8239,20,urn:WaterMeter:MC0203J22010600005,0.201,904
2023-05-17T08:45:00,30.832,20.299,urn:WaterMeter:MC0203J22010600005,0.186,905
2023-05-17T09:00:00,30.7831,20.7,urn:WaterMeter:MC0203J22010600005,0.185,906
2023-05-17T09:15:00,30.7323,21.299,urn:WaterMeter:MC0203J22010600005,0.182,907
2023-05-17T09:30:00,30.6524,22.1,urn:WaterMeter:MC0203J22010600005,0.178,908
2023-05-17T09:45:00,30.5985,22.799,urn:WaterMeter:MC0203J22010600005,0.184,909
2023-05-17T10:00:00,30.5845,23.5,urn:WaterMeter:MC0203J22010600005,0.174,910
2023-05-17T10:15:00,30.4817,24.2,urn:WaterMeter:MC0203J22010600005,0.177,911
2023-05-17T10:30:00,30.4305,24.7,urn:WaterMeter:MC0203J22010600005,0.178,912
2023-05-17T10:45:00,30.3739,25.1,urn:WaterMeter:MC0203J22010600005,0.178,913
2023-05-17T11:00:00,30.3266,25.2,urn:WaterMeter:MC0203J22010600005,0.177,914
2023-05-17T11:15:00,30.2719,25.6,urn:WaterMeter:MC0203J22010600005,0.173,915
2023-05-17T11:30:00,30.2397,25.899,urn:WaterMeter:MC0203J22010600005,0.175,916
2023-05-17T11:45:00,30.1722,26.2,urn:WaterMeter:MC0203J22010600005,0.175,917
2023-05-17T12:00:00,30.1167,26.5,urn:WaterMeter:MC0203J22010600005,0.175,918
2023-05-17T12:15:00,30.0608,26.899,urn:WaterMeter:MC0203J22010600005,0.177,919
2023-05-17T12:30:00,30.0026,27.1,urn:WaterMeter:MC0203J22010600005,0.176,920
2023-05-17T12:45:00,29.9414,27.299,urn:WaterMeter:MC0203J22010600005,0.172,921
2023-05-17T13:00:00,29.9045,27.299,urn:WaterMeter:MC0203J22010600005,0.177,922
2023-05-17T13:15:00,29.8374,27,urn:WaterMeter:MC0203J22010600005,0.18,923
2023-05-17T13:30:00,29.8188,26.7,urn:WaterMeter:MC0203J22010600005,0.174,924
2023-05-17T13:45:00,29.7661,26.5,urn:WaterMeter:MC0203J22010600005,0.179,925
2023-05-17T14:00:00,29.7447,26.299,urn:WaterMeter:MC0203J22010600005,0.185,926
2023-05-17T14:15:00,29.7277,26.1,urn:WaterMeter:MC0203J22010600005,0.196,927
2023-05-17T14:30:00,29.6919,25.799,urn:WaterMeter:MC0203J22010600005,0.179,928
2023-05-17T14:45:00,29.6943,25.5,urn:WaterMeter:MC0203J22010600005,0.182,929
2023-05-17T15:00:00,29.659,25.399,urn:WaterMeter:MC0203J22010600005,0.18,930
2023-05-17T15:15:00,29.6485,25.299,urn:WaterMeter:MC0203J22010600005,0.178,931
2023-05-17T15:30:00,29.621,25.1,urn:WaterMeter:MC0203J22010600005,0.179,932
2023-05-17T15:45:00,29.5864,24.899,urn:WaterMeter:MC0203J22010600005,0.185,933
2023-05-17T16:00:00,29.6008,24.799,urn:WaterMeter:MC0203J22010600005,0.18,934
2023-05-17T16:15:00,29.5698,24.6,urn:WaterMeter:MC0203J22010600005,0.184,935
2023-05-17T16:30:00,29.5535,24.399,urn:WaterMeter:MC0203J22010600005,0.179,936
2023-05-17T16:45:00,29.5271,24.2,urn:WaterMeter:MC0203J22010600005,0.182,937
2023-05-17T17:00:00,29.5379,24.1,urn:WaterMeter:MC0203J22010600005,0.182,938
2023-05-17T17:15:00,29.4926,23.899,urn:WaterMeter:MC0203J22010600005,0.188,939
2023-05-17T17:30:00,29.4898,23.7,urn:WaterMeter:MC0203J22010600005,0.179,940
2023-05-17T17:45:00,29.4833,23.399,urn:WaterMeter:MC0203J22010600005,0.182,941
2023-05-17T18:00:00,29.4991,23.2,urn:WaterMeter:MC0203J22010600005,0.177,942
2023-05-17T18:15:00,29.4534,22.899,urn:WaterMeter:MC0203J22010600005,0.18,943
2023-05-17T18:30:00,29.5031,22.7,urn:WaterMeter:MC0203J22010600005,0.182,944
2023-05-17T18:45:00,29.4476,22.5,urn:WaterMeter:MC0203J22010600005,0.181,945
2023-05-17T19:00:00,29.5007,22.299,urn:WaterMeter:MC0203J22010600005,0.182,946
2023-05-17T19:15:00,29.51,22.1,urn:WaterMeter:MC0203J22010600005,0.184,947
2023-05-17T19:30:00,29.4654,21.899,urn:WaterMeter:MC0203J22010600005,0.189,948
2023-05-17T19:45:00,29.4863,21.7,urn:WaterMeter:MC0203J22010600005,0.186,949
2023-05-17T20:00:00,29.4662,21.6,urn:WaterMeter:MC0203J22010600005,0.188,950
2023-05-17T20:15:00,29.4895,21.399,urn:WaterMeter:MC0203J22010600005,0.18,951
2023-05-17T20:30:00,29.4837,21.299,urn:WaterMeter:MC0203J22010600005,0.166,952
2023-05-17T20:45:00,29.4639,21.1,urn:WaterMeter:MC0203J22010600005,0.184,953
2023-05-17T21:00:00,29.4949,21,urn:WaterMeter:MC0203J22010600005,0.184,954
2023-05-17T21:15:00,29.4398,20.899,urn:WaterMeter:MC0203J22010600005,0.185,955
2023-05-17T21:30:00,29.4961,20.799,urn:WaterMeter:MC0203J22010600005,0.185,956
2023-05-17T21:45:00,29.4887,20.7,urn:WaterMeter:MC0203J22010600005,0.18,957
2023-05-17T22:00:00,29.4662,20.6,urn:WaterMeter:MC0203J22010600005,0.175,958
2023-05-17T22:15:00,29.4704,20.5,urn:WaterMeter:MC0203J22010600005,0.186,959
2023-05-17T22:30:00,29.4394,20.399,urn:WaterMeter:MC0203J22010600005,0.178,960
2023-05-17T22:45:00,29.4519,20.299,urn:WaterMeter:MC0203J22010600005,0.178,961
2023-05-17T23:00:00,29.4677,20.299,urn:WaterMeter:MC0203J22010600005,0.175,962
2023-05-17T23:15:00,29.4433,20.2,urn:WaterMeter:MC0203J22010600005,0.184,963
2023-05-17T23:30:00,29.4779,20.1,urn:WaterMeter:MC0203J22010600005,0.179,964
2023-05-17T23:45:00,29.4297,20.1,urn:WaterMeter:MC0203J22010600005,0.183,965
2023-05-18T00:00:00,29.4363,20,urn:WaterMeter:MC0203J22010600005,0.178,966
2023-05-18T00:15:00,29.4581,19.899,urn:WaterMeter:MC0203J22010600005,0.18,967
2023-05-18T00:30:00,29.4647,19.799,urn:WaterMeter:MC0203J22010600005,0.188,968
2023-05-18T00:45:00,29.4402,19.7,urn:WaterMeter:MC0203J22010600005,0.177,969
2023-05-18T01:00:00,29.441,19.6,urn:WaterMeter:MC0203J22010600005,0.174,970
2023-05-18T01:15:00,29.4479,19.6,urn:WaterMeter:MC0203J22010600005,0.172,971
2023-05-18T01:30:00,29.4507,19.5,urn:WaterMeter:MC0203J22010600005,0.18,972
2023-05-18T01:45:00,29.4321,19.399,urn:WaterMeter:MC0203J22010600005,0.18,973
2023-05-18T02:00:00,29.4266,19.299,urn:WaterMeter:MC0203J22010600005,0.181,974
2023-05-18T02:15:00,29.401,19.2,urn:WaterMeter:MC0203J22010600005,0.186,975
2023-05-18T02:30:00,29.46,19.1,urn:WaterMeter:MC0203J22010600005,0.176,976
2023-05-18T02:45:00,29.441,19,urn:WaterMeter:MC0203J22010600005,0.177,977
2023-05-18T03:00:00,29.4426,18.899,urn:WaterMeter:MC0203J22010600005,0.178,978
2023-05-18T03:15:00,29.3987,18.899,urn:WaterMeter:MC0203J22010600005,0.176,979
2023-05-18T03:30:00,29.441,18.899,urn:WaterMeter:MC0203J22010600005,0.187,980
2023-05-18T03:45:00,29.4076,18.799,urn:WaterMeter:MC0203J22010600005,0.177,981
2023-05-18T04:00:00,29.4216,18.6,urn:WaterMeter:MC0203J22010600005,0.175,982
2023-05-18T04:15:00,29.3941,18.5,urn:WaterMeter:MC0203J22010600005,0.187,983
2023-05-18T04:30:00,29.4135,18.5,urn:WaterMeter:MC0203J22010600005,0.175,984
2023-05-18T04:45:00,29.3801,18.399,urn:WaterMeter:MC0203J22010600005,0.176,985
2023-05-18T05:00:00,29.3711,18.399,urn:WaterMeter:MC0203J22010600005,0.18,986
2023-05-18T05:15:00,29.2777,18.399,urn:WaterMeter:MC0203J22010600005,0.177,987
2023-05-18T05:30:00,29.6113,18,urn:WaterMeter:MC0203J22010600005,0.183,988
2023-05-18T05:45:00,29.7769,18,urn:WaterMeter:MC0203J22010600005,0.181,989
2023-05-18T06:00:00,29.8533,18,urn:WaterMeter:MC0203J22010600005,0.181,990
2023-05-18T06:15:00,30.2435,17.899,urn:WaterMeter:MC0203J22010600005,0.19,991
2023-05-18T06:30:00,30.747,17.899,urn:WaterMeter:MC0203J22010600005,0.198,992
2023-05-18T06:45:00,31.0869,18,urn:WaterMeter:MC0203J22010600005,0.197,993
2023-05-18T07:00:00,31.1994,18.2,urn:WaterMeter:MC0203J22010600005,0.198,994
2023-05-18T07:15:00,31.2129,18.399,urn:WaterMeter:MC0203J22010600005,0.204,995
2023-05-18T07:30:00,31.2319,18.5,urn:WaterMeter:MC0203J22010600005,0.204,996
2023-05-18T07:45:00,31.1819,18.799,urn:WaterMeter:MC0203J22010600005,0.196,997
2023-05-18T08:00:00,31.18,19.1,urn:WaterMeter:MC0203J22010600005,0.194,998
2023-05-18T08:15:00,31.1384,19.5,urn:WaterMeter:MC0203J22010600005,0.2,999
2023-05-18T08:30:00,31.1222,19.799,urn:WaterMeter:MC0203J22010600005,0.199,1000
2023-05-18T08:45:00,31.1268,20.299,urn:WaterMeter:MC0203J22010600005,0.194,1001
2023-05-18T09:00:00,31.0159,21,urn:WaterMeter:MC0203J22010600005,0.188,1002
2023-05-18T09:15:00,31.0046,21.6,urn:WaterMeter:MC0203J22010600005,0.191,1003
2023-05-18T09:30:00,30.9495,22,urn:WaterMeter:MC0203J22010600005,0.195,1004
2023-05-18T09:45:00,30.9011,22,urn:WaterMeter:MC0203J22010600005,0.198,1005
2023-05-18T10:00:00,30.8774,21.899,urn:WaterMeter:MC0203J22010600005,0.197,1006
2023-05-18T10:15:00,30.8801,21.799,urn:WaterMeter:MC0203J22010600005,0.197,1007
2023-05-18T10:30:00,30.8564,21.7,urn:WaterMeter:MC0203J22010600005,0.197,1008
2023-05-18T10:45:00,30.8265,21.6,urn:WaterMeter:MC0203J22010600005,0.193,1009
2023-05-18T11:00:00,30.8362,21.899,urn:WaterMeter:MC0203J22010600005,0.188,1010
2023-05-18T11:15:00,30.7501,22.299,urn:WaterMeter:MC0203J22010600005,0.196,1011
2023-05-18T11:30:00,30.7587,23.1,urn:WaterMeter:MC0203J22010600005,0.188,1012
2023-05-18T11:45:00,30.6575,22.899,urn:WaterMeter:MC0203J22010600005,0.186,1013
2023-05-18T12:00:00,30.6152,22.7,urn:WaterMeter:MC0203J22010600005,0.192,1014
2023-05-18T12:15:00,30.6326,23,urn:WaterMeter:MC0203J22010600005,0.188,1015
2023-05-18T12:30:00,30.6163,23.399,urn:WaterMeter:MC0203J22010600005,0.181,1016
2023-05-18T12:45:00,30.5574,23.899,urn:WaterMeter:MC0203J22010600005,0.189,1017
2023-05-18T13:00:00,30.4767,24,urn:WaterMeter:MC0203J22010600005,0.194,1018
2023-05-18T13:15:00,30.4677,24,urn:WaterMeter:MC0203J22010600005,0.184,1019
2023-05-18T13:30:00,30.3972,23.799,urn:WaterMeter:MC0203J22010600005,0.19,1020
2023-05-18T13:45:00,30.3941,23.799,urn:WaterMeter:MC0203J22010600005,0.184,1021
2023-05-18T14:00:00,30.3661,24,urn:WaterMeter:MC0203J22010600005,0.194,1022
2023-05-18T14:15:00,30.3111,24,urn:WaterMeter:MC0203J22010600005,0.17,1023
2023-05-18T14:30:00,30.318,24.2,urn:WaterMeter:MC0203J22010600005,0.186,1024
2023-05-18T14:45:00,30.2474,24.1,urn:WaterMeter:MC0203J22010600005,0.185,1025
2023-05-18T15:00:00,30.2087,24,urn:WaterMeter:MC0203J22010600005,0.2,1026
2023-05-18T15:15:00,30.2013,23.899,urn:WaterMeter:MC0203J22010600005,0.189,1027
2023-05-18T15:30:00,30.2063,23.7,urn:WaterMeter:MC0203J22010600005,0.187,1028
2023-05-18T15:45:00,30.185,23.5,urn:WaterMeter:MC0203J22010600005,0.187,1029
2023-05-18T16:00:00,30.1637,23.399,urn:WaterMeter:MC0203J22010600005,0.19,1030
2023-05-18T16:15:00,30.1408,23.299,urn:WaterMeter:MC0203J22010600005,0.186,1031
2023-05-18T16:30:00,30.1322,23.1,urn:WaterMeter:MC0203J22010600005,0.192,1032
2023-05-18T16:45:00,30.1245,22.799,urn:WaterMeter:MC0203J22010600005,0.192,1033
2023-05-18T17:00:00,30.0992,22.6,urn:WaterMeter:MC0203J22010600005,0.198,1034
2023-05-18T17:15:00,30.0849,22.399,urn:WaterMeter:MC0203J22010600005,0.195,1035
2023-05-18T17:30:00,30.1159,22.2,urn:WaterMeter:MC0203J22010600005,0.199,1036
2023-05-18T18:00:00,30.0675,21.2,urn:WaterMeter:MC0203J22010600005,0.19,1038
2023-05-18T18:30:00,42.6493,18.899,urn:WaterMeter:MC0203J22010600005,0.265,1040
2023-05-18T19:15:00,40.697,18.2,urn:WaterMeter:MC0203J22010600005,0.227,1043
2023-05-18T19:30:00,40.6851,18.299,urn:WaterMeter:MC0203J22010600005,0.22,1044
2023-05-18T17:45:00,30.0973,21.799,urn:WaterMeter:MC0203J22010600005,0.191,1037
2023-05-18T18:15:00,42.5722,19.2,urn:WaterMeter:MC0203J22010600005,0.269,1039
2023-05-18T18:45:00,42.7743,18.5,urn:WaterMeter:MC0203J22010600005,0.259,1041
2023-05-18T19:00:00,41.2033,18.299,urn:WaterMeter:MC0203J22010600005,0.251,1042
2023-05-18T19:45:00,40.1439,18.299,urn:WaterMeter:MC0203J22010600005,0.214,1045
2023-05-18T20:00:00,39.8782,18.2,urn:WaterMeter:MC0203J22010600005,0.205,1046
2023-05-18T20:15:00,39.6013,18.1,urn:WaterMeter:MC0203J22010600005,0.207,1047
2023-05-18T20:30:00,39.0819,18,urn:WaterMeter:MC0203J22010600005,0.203,1048
2023-05-18T20:45:00,38.6276,17.899,urn:WaterMeter:MC0203J22010600005,0.21,1049
